,0
97_681,0.0003244915811142437
97_6813,0.00013109092485752598
97_682,7.2027804024661796e-06
97_700,0.0012478663584665505
97_7020,1.4052495092206122e-05
97_71,0.00035444018136992903
97_72122,1.1335619349902385e-06
97_7306,0.039175778200255716
97_7390,0.00011664927938680366
97_749,0.0003685789175838704
97_75567,4.336763404745409e-06
97_757,0.0003340718890485259
97_7644,6.634559820177139e-07
97_767,0.00014612703813756013
97_7738,8.229634823701062e-06
97_774,0.0013076601854061225
97_77458,2.730178220040693e-05
97_78,5.1174944108759244e-05
97_79925,1.1264811960437859e-07
97_80961,2.3231376674035602e-05
97_816,0.0011550432979889759
97_82,2.8708153201635806e-07
97_824,5.677320342687428e-05
97_825,2.0836238193215303e-05
97_826,0.0005517652575957788
97_82736,1.4323273103436194e-05
97_8302,0.009354283758930469
97_83448,2.8371472915232984e-08
97_8386,1.017013663659974e-06
97_83985,6.170503177016889e-06
97_849,0.00015770411863508545
97_85414,4.681825191451577e-06
97_86704,8.26555577596991e-06
97_8697,0.3093245146215766
97_8706,0.00017938460573494388
97_8707,0.0007849328883871622
97_872,0.00027002266445366616
97_87673,5.990597853295452e-06
97_88,0.007518873920844573
97_8827,2.5447920424742e-06
97_8830,7.161960672059275e-05
97_88433,0.00012298741606809658
97_88515,8.252014085575938e-06
97_89418,0.0024451456009792817
97_89419,8.832294684919487e-08
97_89421,1.447758004880744e-06
97_89431,3.481671993423695e-05
97_89444,0.0001941485043117454
97_89445,2.3301056221642646e-05
97_89451,2.0549348813962248e-05
97_89476,8.166336422635925e-06
97_89477,0.00039546039488782577
97_89581,1.3587214974196626e-06
97_89584,1.0833657904256037e-05
97_89595,1.098999254015573e-06
97_8986,1.950841294637077e-05
97_89866,2.5639568130191258e-08
97_899,0.003729498031496156
97_906,2.81933369691512e-05
97_911,0.00018331721170944818
97_920,3.18119432801509e-05
97_936,7.068487092449955e-05
97_9366,0.00026859545215484097
97_947,9.446349458252446e-06
97_954,0.0004253501476635755
97_9720,2.4702203833330035e-05
97_974,0.00022415007013129135
97_975,0.00011483583006956984
97_980,0.00011535626520386703
97_983,0.0002757725898447682
97_99,0.0033799870523488736
