,env,sample,deterministic processes,stochastic processes
1074,sediment,74,10.082845019195789,89.91715498080421
1063,sediment,63,10.65292096219931,89.34707903780068
1050,sediment,50,8.94193809427473,91.05806190572527
1060,sediment,60,10.4326728669632,89.5673271330368
1058,sediment,58,13.84677582373155,86.15322417626845
1057,sediment,57,11.18527508090614,88.81472491909386
1056,sediment,56,6.0262891809909,93.9737108190091
1055,sediment,55,10.23876972885471,89.7612302711453
1054,sediment,54,10.36363636363636,89.63636363636364
1053,sediment,53,10.103051121438671,89.89694887856133
1064,sediment,64,9.741309620048499,90.2586903799515
1059,sediment,59,13.51788240048494,86.48211759951506
1052,sediment,52,9.87878787878787,90.12121212121212
1075,sediment,75,8.168216740800641,91.83178325919936
1090,sediment,90,8.12449474535165,91.87550525464835
1091,sediment,91,10.311362717347352,89.68863728265265
1092,sediment,92,8.24408971509395,91.75591028490605
1093,sediment,93,5.800323362974931,94.19967663702506
1076,sediment,76,6.7704122877930395,93.22958771220696
1095,sediment,95,10.09304207119741,89.9069579288026
1096,sediment,96,6.01579906826007,93.98420093173993
1097,sediment,97,9.49494949494949,90.5050505050505
1089,sediment,89,11.838383838383828,88.16161616161617
1094,sediment,94,9.783707297351931,90.21629270264808
1088,sediment,88,10.749646393210748,89.25035360678925
1077,sediment,77,5.515151515151509,94.48484848484848
1086,sediment,86,5.07378209015565,94.92621790984435
1085,sediment,85,7.619240097008889,92.38075990299112
1084,sediment,84,8.72903616892301,91.27096383107698
1083,sediment,83,12.98543689320388,87.01456310679612
1082,sediment,82,10.56038842808011,89.4396115719199
1081,sediment,81,8.68069607446378,91.31930392553622
1080,sediment,80,10.6082036775106,89.3917963224894
1079,sediment,79,5.11524464213505,94.88475535786495
1078,sediment,78,6.99131137603556,93.00868862396445
1087,sediment,87,9.03030303030303,90.96969696969697
1061,sediment,61,9.01192160032329,90.98807839967671
1000,sediment,0,6.96356275303643,93.03643724696357
1049,sediment,49,7.6612088134222684,92.33879118657774
1021,sediment,21,9.05050505050505,90.94949494949495
1020,sediment,20,8.665721806033611,91.33427819396638
1019,sediment,19,9.01374292643492,90.98625707356508
1018,sediment,18,9.1497975708502,90.8502024291498
1017,sediment,17,8.46806790622473,91.53193209377527
1016,sediment,16,6.22222222222222,93.77777777777779
1015,sediment,15,7.919191919191912,92.08080808080808
1014,sediment,14,6.891673403395311,93.10832659660468
1013,sediment,13,8.12613705275924,91.87386294724075
1012,sediment,12,12.01699372850495,87.98300627149504
1037,sediment,37,7.80270871235092,92.19729128764908
1022,sediment,22,8.24575586095392,91.75424413904608
1010,sediment,10,7.39015995140716,92.60984004859284
1009,sediment,9,9.37752627324171,90.62247372675829
1008,sediment,8,8.65170810592278,91.34829189407722
1007,sediment,7,8.16326530612244,91.83673469387756
1006,sediment,6,10.19211324570273,89.80788675429727
1005,sediment,5,12.414071977355428,87.58592802264457
1004,sediment,4,6.6882198423924,93.3117801576076
1003,sediment,3,5.85731657884069,94.1426834211593
1002,sediment,2,9.42747319441634,90.57252680558366
1025,sediment,25,10.7070707070707,89.2929292929293
1023,sediment,23,6.37135922330097,93.62864077669903
1024,sediment,24,6.48878107944208,93.51121892055792
1011,sediment,11,9.445792880258889,90.55420711974111
1046,sediment,46,7.79955546575065,92.20044453424936
1047,sediment,47,9.799959587795511,90.20004041220449
1044,sediment,44,5.36111673073032,94.63888326926968
1043,sediment,43,9.91919191919191,90.08080808080808
1042,sediment,42,7.49646393210749,92.50353606789251
1041,sediment,41,7.49646393210749,92.50353606789251
1040,sediment,40,7.61616161616161,92.3838383838384
1035,sediment,35,5.902567212451991,94.09743278754802
1038,sediment,38,6.75293166194904,93.24706833805097
1036,sediment,36,6.18306728632046,93.81693271367953
1026,sediment,26,7.908576051779929,92.09142394822007
1034,sediment,34,8.78965447565164,91.21034552434836
1039,sediment,39,6.654530744336561,93.34546925566345
1032,sediment,32,7.6315789473684195,92.36842105263158
1031,sediment,31,7.05478067515666,92.94521932484334
1030,sediment,30,8.24575586095392,91.75424413904608
1029,sediment,29,8.80923450789793,91.19076549210207
1028,sediment,28,10.00202061022428,89.99797938977572
1027,sediment,27,8.52697514649424,91.47302485350576
1048,sediment,48,9.04858299595141,90.9514170040486
1098,sediment,98,8.69741100323624,91.30258899676376
1099,sediment,99,7.90058597696504,92.09941402303497
1001,sediment,1,8.62626262626262,91.37373737373738
1033,sediment,33,7.16169608439845,92.83830391560156
1045,sediment,45,7.0923418872499395,92.90765811275006
1466,reservoir,66,8.7070707070707,91.2929292929293
1467,reservoir,67,9.11111111111111,90.88888888888889
1468,reservoir,68,7.13131313131313,92.86868686868686
1469,reservoir,69,7.87878787878787,92.12121212121212
1476,reservoir,76,10.46464646464646,89.53535353535354
1471,reservoir,71,6.042845594179459,93.95715440582055
1472,reservoir,72,10.26262626262626,89.73737373737374
1473,reservoir,73,8.76944837340877,91.23055162659124
1470,reservoir,70,7.59749444332188,92.40250555667812
1465,reservoir,65,7.59595959595959,92.40404040404042
1453,reservoir,53,9.03030303030303,90.96969696969697
1464,reservoir,64,11.232323232323232,88.76767676767678
1475,reservoir,75,7.73737373737373,92.26262626262627
1460,reservoir,60,10.66666666666666,89.33333333333334
1459,reservoir,59,5.87878787878787,94.12121212121212
1458,reservoir,58,8.28282828282828,91.71717171717172
1457,reservoir,57,9.03212770256617,90.96787229743383
1456,reservoir,56,10.747474747474739,89.25252525252526
1455,reservoir,55,7.959595959595959,92.04040404040404
1454,reservoir,54,9.05233380480905,90.94766619519095
1474,reservoir,74,10.06263891695291,89.9373610830471
1400,reservoir,0,7.191919191919189,92.80808080808082
1461,reservoir,61,9.212121212121211,90.78787878787878
1477,reservoir,77,7.23232323232323,92.76767676767678
1488,reservoir,88,6.707070707070701,93.2929292929293
1452,reservoir,52,12.242424242424239,87.75757575757576
1491,reservoir,91,10.202020202020199,89.7979797979798
1492,reservoir,92,9.43434343434343,90.56565656565657
1493,reservoir,93,11.13131313131313,88.86868686868686
1494,reservoir,94,6.363636363636361,93.63636363636364
1401,reservoir,1,8.767676767676761,91.23232323232324
1496,reservoir,96,11.61616161616161,88.3838383838384
1497,reservoir,97,7.759143261264899,92.2408567387351
1498,reservoir,98,8.58585858585858,91.41414141414143
1495,reservoir,95,8.50848827809215,91.49151172190786
1451,reservoir,51,10.64646464646464,89.35353535353536
1490,reservoir,90,8.54718124873711,91.4528187512629
1487,reservoir,87,10.949494949494941,89.05050505050507
1486,reservoir,86,12.727272727272721,87.27272727272728
1485,reservoir,85,8.484848484848479,91.51515151515152
1484,reservoir,84,8.24242424242424,91.75757575757576
1483,reservoir,83,8.84848484848484,91.15151515151516
1482,reservoir,82,7.3131313131313105,92.68686868686869
1481,reservoir,81,7.59749444332188,92.40250555667812
1480,reservoir,80,10.62626262626262,89.37373737373738
1479,reservoir,79,9.575757575757569,90.42424242424244
1489,reservoir,89,10.525252525252519,89.47474747474749
1478,reservoir,78,9.51515151515151,90.48484848484848
1462,reservoir,62,9.37373737373737,90.62626262626263
1499,reservoir,99,7.97979797979798,92.02020202020202
1413,reservoir,13,9.63636363636363,90.36363636363637
1422,reservoir,22,10.12121212121212,89.87878787878788
1450,reservoir,50,4.32323232323232,95.67676767676768
1421,reservoir,21,10.96969696969697,89.03030303030303
1420,reservoir,20,8.02020202020202,91.97979797979798
1419,reservoir,19,7.43434343434343,92.56565656565657
1418,reservoir,18,8.91089108910891,91.08910891089108
1417,reservoir,17,10.56565656565656,89.43434343434345
1415,reservoir,15,8.26262626262626,91.73737373737374
1414,reservoir,14,7.61616161616161,92.3838383838384
1411,reservoir,11,6.72727272727272,93.27272727272728
1423,reservoir,23,8.91089108910891,91.08910891089108
1416,reservoir,16,10.28282828282828,89.71717171717172
1410,reservoir,10,12.02020202020202,87.97979797979798
