,env,sample,deterministic processes,stochastic processes
1409,reservoir,9,7.81818181818181,92.18181818181819
1408,reservoir,8,8.5050505050505,91.4949494949495
1407,reservoir,7,10.42424242424242,89.57575757575758
1406,reservoir,6,8.34343434343434,91.65656565656566
1405,reservoir,5,8.46464646464646,91.53535353535354
1404,reservoir,4,11.010101010101012,88.98989898989899
1403,reservoir,3,6.84848484848484,93.15151515151516
1424,reservoir,24,11.85858585858585,88.14141414141415
1463,reservoir,63,11.27500505152556,88.72499494847443
1402,reservoir,2,8.62626262626262,91.37373737373738
1438,reservoir,38,7.27272727272727,92.72727272727273
1448,reservoir,48,6.93069306930693,93.06930693069307
1437,reservoir,37,8.00161648817943,91.99838351182058
1425,reservoir,25,12.0428369367549,87.9571630632451
1426,reservoir,26,8.58759345322287,91.41240654677713
1446,reservoir,46,10.38803556992724,89.61196443007276
1445,reservoir,45,8.1010101010101,91.8989898989899
1444,reservoir,44,8.72727272727272,91.27272727272728
1443,reservoir,43,10.202020202020199,89.7979797979798
1442,reservoir,42,8.808080808080799,91.1919191919192
1441,reservoir,41,8.72727272727272,91.27272727272728
1440,reservoir,40,8.16326530612244,91.83673469387756
1439,reservoir,39,11.575757575757569,88.42424242424244
1447,reservoir,47,7.0923418872499395,92.90765811275006
1412,reservoir,12,9.17171717171717,90.82828282828282
1434,reservoir,34,8.383838383838379,91.61616161616162
1436,reservoir,36,10.323232323232322,89.67676767676768
1435,reservoir,35,6.4040404040403995,93.5959595959596
1427,reservoir,27,6.484848484848479,93.51515151515152
1428,reservoir,28,8.16161616161616,91.83838383838383
1429,reservoir,29,5.494949494949491,94.5050505050505
1449,reservoir,49,6.565656565656559,93.43434343434345
1431,reservoir,31,11.838383838383828,88.16161616161617
1432,reservoir,32,8.808080808080799,91.1919191919192
1433,reservoir,33,9.983831851253031,90.01616814874697
1430,reservoir,30,7.97979797979798,92.02020202020202
212,tundra,12,9.85858585858585,90.14141414141415
233,tundra,33,8.32827976551445,91.67172023448555
228,tundra,28,7.69852495453627,92.30147504546373
231,tundra,31,8.75277946230038,91.24722053769962
230,tundra,30,8.20699413786133,91.79300586213867
229,tundra,29,8.07528840315725,91.92471159684276
236,tundra,36,7.369912937841661,92.63008706215834
234,tundra,34,8.43105539830165,91.56894460169835
227,tundra,27,8.54890864995958,91.45109135004041
235,tundra,35,8.787203887426601,91.2127961125734
240,tundra,40,8.22222222222222,91.77777777777779
244,tundra,44,9.75313638203156,90.24686361796844
241,tundra,41,10.91350040420371,89.08649959579628
242,tundra,42,6.406628940986249,93.59337105901375
243,tundra,43,6.5089953507176,93.4910046492824
245,tundra,45,10.078931390406801,89.92106860959319
246,tundra,46,12.3076923076923,87.69230769230771
226,tundra,26,6.872852233676969,93.12714776632303
247,tundra,47,4.45073841796479,95.54926158203521
215,tundra,15,7.29378301503453,92.70621698496547
237,tundra,37,6.22473726758286,93.77526273241713
261,tundra,61,7.841552142279699,92.1584478577203
238,tundra,38,6.65587699777463,93.34412300222537
250,tundra,50,17.12494945410432,82.87505054589568
211,tundra,11,9.52284674484431,90.47715325515568
202,tundra,2,6.67205822887181,93.3279417711282
210,tundra,10,9.07620780270871,90.92379219729129
209,tundra,9,13.31444759206798,86.68555240793202
204,tundra,4,10.53376465830974,89.46623534169026
207,tundra,7,11.47706607395433,88.52293392604567
206,tundra,6,12.96521035598705,87.03478964401295
205,tundra,5,7.80113177041228,92.19886822958772
213,tundra,13,9.33198380566801,90.66801619433198
208,tundra,8,5.83956354819155,94.16043645180845
224,tundra,24,9.53920776071139,90.46079223928861
248,tundra,48,8.68069607446378,91.31930392553622
249,tundra,49,9.77139389034999,90.22860610965
216,tundra,16,9.73290165924726,90.26709834075274
217,tundra,17,7.23670911663634,92.76329088336367
218,tundra,18,7.580351728320189,92.4196482716798
219,tundra,19,6.827390599675851,93.17260940032415
220,tundra,20,7.88197251414713,92.11802748585286
221,tundra,21,6.1286407766990205,93.87135922330098
222,tundra,22,8.43105539830165,91.56894460169835
223,tundra,23,10.01213592233009,89.98786407766991
203,tundra,3,8.83542256368782,91.16457743631219
214,tundra,14,6.4874696847210895,93.51253031527891
239,tundra,39,5.17485344653325,94.82514655346675
232,tundra,32,6.83380509502628,93.16619490497372
225,tundra,25,7.72497472194135,92.27502527805865
254,tundra,54,14.40420797086789,85.59579202913211
281,tundra,81,10.22428773489593,89.77571226510408
282,tundra,82,9.0173877881116,90.9826122118884
283,tundra,83,13.418336369156039,86.58166363084396
284,tundra,84,9.05965621840242,90.94034378159758
285,tundra,85,9.381318236959151,90.61868176304085
275,tundra,75,9.17357041826631,90.82642958173369
287,tundra,87,10.33367037411526,89.66632962588474
288,tundra,88,8.46464646464646,91.53535353535354
289,tundra,89,7.72653721682847,92.27346278317152
286,tundra,86,10.25070764253942,89.74929235746058
292,tundra,92,5.37699615928845,94.62300384071155
293,tundra,93,10.43354943273906,89.56645056726094
294,tundra,94,8.93290218270008,91.06709781729992
295,tundra,95,7.480792559644151,92.51920744035584
296,tundra,96,6.39417239983812,93.60582760016187
297,tundra,97,11.30434782608695,88.69565217391305
298,tundra,98,8.71940117337649,91.2805988266235
299,tundra,99,11.78376189512047,88.21623810487952
278,tundra,78,9.09090909090909,90.9090909090909
276,tundra,76,11.31770412287793,88.68229587712207
291,tundra,91,7.038834951456311,92.96116504854369
280,tundra,80,8.06875631951466,91.93124368048534
251,tundra,51,7.51818916734033,92.48181083265968
290,tundra,90,10.309278350515461,89.69072164948454
252,tundra,52,9.50455005055611,90.4954499494439
277,tundra,77,10.04251872848754,89.95748127151246
256,tundra,56,9.359207600566,90.640792399434
257,tundra,57,8.94736842105263,91.05263157894737
258,tundra,58,10.57633973710819,89.42366026289181
259,tundra,59,12.35341690254751,87.64658309745249
260,tundra,60,9.650010115314581,90.34998988468541
262,tundra,62,9.381318236959151,90.61868176304085
263,tundra,63,9.044921084581139,90.95507891541887
264,tundra,64,8.67367569753336,91.32632430246665
253,tundra,53,10.31344792719919,89.68655207280081
265,tundra,65,10.59347782053878,89.40652217946122
255,tundra,55,12.636473918317831,87.36352608168217
279,tundra,79,11.19644300727566,88.80355699272434
267,tundra,67,8.82828282828282,91.17171717171718
200,tundra,0,9.38006482982171,90.6199351701783
201,tundra,1,7.355021216407349,92.64497878359265
274,tundra,74,7.984637153830601,92.0153628461694
273,tundra,73,8.400809716599191,91.59919028340082
266,tundra,66,11.50334753499695,88.49665246500305
271,tundra,71,8.67542972699696,91.32457027300305
270,tundra,70,6.37135922330097,93.62864077669903
269,tundra,69,7.3377804730139395,92.66221952698606
268,tundra,68,6.9795670645357,93.0204329354643
272,tundra,72,7.1515151515151505,92.84848484848484
1234,waste,34,10.06060606060606,89.93939393939394
1237,waste,37,9.55555555555555,90.44444444444446
1227,waste,27,16.0,84.0
1228,waste,28,10.88888888888888,89.11111111111111
1229,waste,29,7.757575757575751,92.24242424242425
1230,waste,30,8.78787878787878,91.21212121212122
1231,waste,31,9.63636363636363,90.36363636363637
1232,waste,32,11.656565656565652,88.34343434343435
1233,waste,33,11.212121212121211,88.7878787878788
1224,waste,24,15.37373737373737,84.62626262626263
1248,waste,48,8.62626262626262,91.37373737373738
1238,waste,38,9.03030303030303,90.96969696969697
1239,waste,39,7.63636363636363,92.36363636363637
1240,waste,40,6.34343434343434,93.65656565656566
1241,waste,41,9.79797979797979,90.20202020202021
1243,waste,43,10.58799757526773,89.41200242473226
1244,waste,44,7.696969696969689,92.30303030303031
1245,waste,45,6.040404040404039,93.95959595959596
1246,waste,46,7.13131313131313,92.86868686868686
1247,waste,47,13.535353535353531,86.46464646464646
1236,waste,36,8.90909090909091,91.0909090909091
1235,waste,35,7.090909090909089,92.9090909090909
1242,waste,42,7.59749444332188,92.40250555667812
1209,waste,9,8.12121212121212,91.87878787878788
1249,waste,49,8.90909090909091,91.0909090909091
1251,waste,51,15.393939393939391,84.60606060606061
1208,waste,8,10.020202020202019,89.97979797979798
1207,waste,7,6.0618306728632,93.9381693271368
1202,waste,2,7.29292929292929,92.70707070707071
1205,waste,5,12.184279652455041,87.81572034754495
1204,waste,4,7.575757575757571,92.42424242424244
1203,waste,3,7.94099818145079,92.0590018185492
1210,waste,10,6.909090909090899,93.0909090909091
1206,waste,6,6.263891695291971,93.73610830470803
1211,waste,11,10.28282828282828,89.71717171717172
1225,waste,25,10.66882198423924,89.33117801576076
1222,waste,22,6.72727272727272,93.27272727272728
1214,waste,14,8.08080808080808,91.91919191919192
1215,waste,15,10.64646464646464,89.35353535353536
1216,waste,16,8.04365400161681,91.95634599838318
1217,waste,17,8.24575586095392,91.75424413904608
1218,waste,18,11.135812449474532,88.86418755052547
1219,waste,19,7.880379874722161,92.11962012527783
1220,waste,20,6.8686868686868605,93.13131313131314
1221,waste,21,6.22347949080622,93.77652050919377
1223,waste,23,8.72727272727272,91.27272727272728
1212,waste,12,11.575757575757569,88.42424242424244
1213,waste,13,10.22222222222222,89.77777777777779
1250,waste,50,12.343434343434339,87.65656565656566
1226,waste,26,8.16161616161616,91.83838383838383
1254,waste,54,10.951707415639522,89.04829258436048
1278,waste,78,5.83838383838383,94.16161616161617
1279,waste,79,10.585858585858581,89.41414141414143
1280,waste,80,11.17171717171717,88.82828282828282
1281,waste,81,9.55555555555555,90.44444444444446
1282,waste,82,7.1515151515151505,92.84848484848484
1283,waste,83,6.8080808080808,93.1919191919192
1285,waste,85,9.818181818181811,90.18181818181819
1286,waste,86,10.020202020202019,89.97979797979798
1287,waste,87,12.080808080808078,87.91919191919192
1276,waste,76,10.505050505050498,89.4949494949495
1252,waste,52,10.18181818181818,89.81818181818181
1284,waste,84,9.151515151515149,90.84848484848484
1291,waste,91,10.52737926853909,89.4726207314609
1292,waste,92,9.979797979797981,90.02020202020202
1277,waste,77,10.92929292929292,89.07070707070707
1293,waste,93,9.69696969696969,90.30303030303031
1294,waste,94,8.84848484848484,91.15151515151516
1295,waste,95,5.292929292929291,94.70707070707071
1296,waste,96,8.72727272727272,91.27272727272728
1297,waste,97,9.096422073984229,90.90357792601577
1298,waste,98,4.50596080016164,95.49403919983835
1289,waste,89,8.74747474747474,91.25252525252526
1290,waste,90,3.59595959595959,96.40404040404042
1275,waste,75,9.393939393939391,90.60606060606061
1288,waste,88,9.85858585858585,90.14141414141415
1274,waste,74,6.5454545454545405,93.45454545454545
1200,waste,0,10.080808080808081,89.91919191919192
1255,waste,55,11.434343434343429,88.56565656565657
1256,waste,56,9.63636363636363,90.36363636363637
1257,waste,57,4.36363636363636,95.63636363636364
1258,waste,58,6.62760153566377,93.37239846433623
1259,waste,59,11.010101010101012,88.98989898989899
1260,waste,60,7.435845625378861,92.56415437462114
1262,waste,62,6.66666666666666,93.33333333333334
1263,waste,63,7.65656565656565,92.34343434343435
1253,waste,53,9.27272727272727,90.72727272727273
1264,waste,64,7.23232323232323,92.76767676767678
1261,waste,61,8.62626262626262,91.37373737373738
1267,waste,67,8.383838383838379,91.61616161616162
1266,waste,66,12.585858585858581,87.41414141414143
1299,waste,99,10.202020202020199,89.7979797979798
1201,waste,1,10.22222222222222,89.77777777777779
1273,waste,73,9.89898989898989,90.1010101010101
1272,waste,72,8.46635683976561,91.53364316023439
1265,waste,65,9.61616161616161,90.3838383838384
1270,waste,70,6.284097797534851,93.71590220246514
1269,waste,69,12.52778339058395,87.47221660941605
1268,waste,68,6.7286320468781495,93.27136795312185
1271,waste,71,11.69696969696969,88.30303030303031
1533,estuary,33,12.58641724278162,87.41358275721838
1523,estuary,23,9.48608572008937,90.51391427991064
1501,estuary,1,7.66877421986538,92.33122578013462
1538,estuary,38,8.60764669801676,91.39235330198323
1528,estuary,28,10.53820870994248,89.46179129005752
1529,estuary,29,10.470779220779217,89.52922077922078
1530,estuary,30,12.41644723516305,87.58355276483695
1531,estuary,31,9.34010152284263,90.65989847715737
1532,estuary,32,10.80253216254849,89.19746783745151
1534,estuary,34,7.56182301246679,92.43817698753321
1547,estuary,47,10.24598495629192,89.75401504370808
1535,estuary,35,8.316263826300691,91.68373617369932
1537,estuary,37,9.49663745669451,90.50336254330549
1502,estuary,2,13.344215466231379,86.65578453376862
1540,estuary,40,8.1081081081081,91.8918918918919
1541,estuary,41,9.39148073022312,90.60851926977688
1542,estuary,42,11.74674267100977,88.25325732899023
1543,estuary,43,7.56027789129546,92.43972210870454
1544,estuary,44,8.09866392600205,91.90133607399795
1545,estuary,45,12.46424192889252,87.53575807110748
1546,estuary,46,8.8716271463614,91.1283728536386
1549,estuary,49,11.26328699918233,88.73671300081767
1548,estuary,48,9.06688351290912,90.93311648709089
1508,estuary,8,8.83248730964467,91.16751269035532
1527,estuary,27,8.29926410466067,91.70073589533934
1536,estuary,36,6.764584195283401,93.2354158047166
1507,estuary,7,10.08146639511201,89.91853360488798
1506,estuary,6,11.993517017828202,88.0064829821718
1525,estuary,25,9.53927339151613,90.46072660848387
1504,estuary,4,8.65580448065173,91.34419551934828
1503,estuary,3,8.070462925030721,91.92953707496928
1524,estuary,24,13.17829457364341,86.82170542635659
1505,estuary,5,10.48765558049377,89.51234441950623
1510,estuary,10,9.35091277890466,90.64908722109534
1522,estuary,22,9.75213327915481,90.2478667208452
1539,estuary,39,4.70372632864996,95.29627367135004
1512,estuary,12,14.32664756446991,85.67335243553009
1514,estuary,14,8.53333333333333,91.46666666666667
1515,estuary,15,11.499897687742992,88.50010231225701
1516,estuary,16,7.41042345276873,92.58957654723127
1517,estuary,17,7.077486272117139,92.92251372788286
1518,estuary,18,8.3640081799591,91.6359918200409
1519,estuary,19,8.53235354153909,91.4676464584609
1520,estuary,20,10.778074317388619,89.22192568261138
1521,estuary,21,11.73207314567495,88.26792685432505
1526,estuary,26,11.60569105691056,88.39430894308944
1511,estuary,11,9.93066884176182,90.06933115823819
1513,estuary,13,6.43513789581205,93.56486210418795
1550,estuary,50,17.17927964386887,82.82072035613113
1553,estuary,53,11.352118386377448,88.64788161362254
1552,estuary,52,12.37512742099898,87.62487257900102
1579,estuary,79,12.54312969352547,87.45687030647453
1580,estuary,80,10.58103975535168,89.41896024464832
1581,estuary,81,7.521854035373041,92.47814596462696
1582,estuary,82,8.33333333333333,91.66666666666667
1583,estuary,83,10.72081218274111,89.27918781725889
1585,estuary,85,10.55102040816326,89.44897959183675
1586,estuary,86,7.78955954323001,92.21044045676999
1587,estuary,87,9.33496034167175,90.66503965832825
1588,estuary,88,7.094937995527539,92.90506200447246
1584,estuary,84,7.993407498969921,92.00659250103008
1590,estuary,90,11.32574217161447,88.67425782838554
1591,estuary,91,9.617755856966701,90.3822441430333
1592,estuary,92,9.93095044679122,90.06904955320879
1599,estuary,99,8.792544570502429,91.20745542949757
1593,estuary,93,11.684339314845023,88.31566068515498
1594,estuary,94,9.12955465587044,90.87044534412956
1595,estuary,95,9.23482849604221,90.76517150395779
1596,estuary,96,10.36931818181818,89.63068181818181
1597,estuary,97,7.65005086469989,92.34994913530011
1598,estuary,98,10.78491335372069,89.2150866462793
1589,estuary,89,12.09906617945594,87.90093382054405
1577,estuary,77,9.364208815762739,90.63579118423726
1576,estuary,76,8.11800610376398,91.88199389623603
1578,estuary,78,9.75162866449511,90.24837133550488
1500,estuary,0,11.40707604717364,88.59292395282637
1554,estuary,54,10.42345276872964,89.57654723127035
1555,estuary,55,8.4498480243161,91.5501519756839
1556,estuary,56,10.392515761643272,89.60748423835673
1557,estuary,57,10.971405394443309,89.02859460555669
1558,estuary,58,8.50457782299084,91.49542217700916
1559,estuary,59,7.5015247001422996,92.4984752998577
1560,estuary,60,7.4654567952155,92.5345432047845
1561,estuary,61,10.8522378908645,89.1477621091355
1562,estuary,62,6.461601981833189,93.53839801816682
1563,estuary,63,15.082100141901481,84.91789985809852
1551,estuary,51,6.020408163265299,93.9795918367347
1564,estuary,64,9.84172077922077,90.15827922077924
1566,estuary,66,8.99104963384865,91.00895036615135
1567,estuary,67,11.714633157681389,88.28536684231861
1568,estuary,68,7.564050427002839,92.43594957299716
1569,estuary,69,7.78638401956787,92.21361598043212
1570,estuary,70,7.333469138317368,92.66653086168263
1571,estuary,71,7.2804704928006405,92.71952950719935
1572,estuary,72,11.2375533428165,88.7624466571835
1573,estuary,73,4.80670893843321,95.1932910615668
1574,estuary,74,6.04953308972797,93.95046691027203
1575,estuary,75,7.05402650356778,92.94597349643222
1565,estuary,65,8.38604366455825,91.61395633544176
1509,estuary,9,7.50153720024595,92.49846279975405
686,agricultural,86,12.04040404040404,87.95959595959596
695,agricultural,95,11.01232572236815,88.98767427763185
601,agricultural,1,5.494949494949491,94.5050505050505
625,agricultural,25,6.24242424242424,93.75757575757576
627,agricultural,27,12.66922610628409,87.33077389371591
628,agricultural,28,10.747474747474739,89.25252525252526
629,agricultural,29,8.72903616892301,91.27096383107698
630,agricultural,30,7.45605172762174,92.54394827237826
631,agricultural,31,9.11111111111111,90.88888888888889
632,agricultural,32,11.82056981208325,88.17943018791675
633,agricultural,33,11.414141414141408,88.58585858585859
634,agricultural,34,8.99171549808042,91.00828450191958
626,agricultural,26,10.86868686868686,89.13131313131314
635,agricultural,35,12.86868686868686,87.13131313131314
637,agricultural,37,10.97856854023453,89.02143145976547
638,agricultural,38,11.90379951495553,88.09620048504448
639,agricultural,39,10.57420137484836,89.42579862515164
640,agricultural,40,7.79797979797979,92.20202020202021
641,agricultural,41,11.55555555555555,88.44444444444446
642,agricultural,42,8.44615073752273,91.55384926247727
643,agricultural,43,8.16161616161616,91.83838383838383
644,agricultural,44,9.01010101010101,90.98989898989899
645,agricultural,45,10.14551333872271,89.85448666127729
622,agricultural,22,10.28906407923994,89.71093592076006
646,agricultural,46,9.41604364518084,90.58395635481916
624,agricultural,24,13.133966457870269,86.86603354212973
698,agricultural,98,14.58585858585858,85.41414141414143
696,agricultural,96,10.65292096219931,89.34707903780068
609,agricultural,9,7.61616161616161,92.3838383838384
602,agricultural,2,14.73024853505758,85.26975146494242
603,agricultural,3,12.13101496158512,87.86898503841488
604,agricultural,4,12.06060606060606,87.93939393939394
605,agricultural,5,7.561665992721391,92.43833400727861
606,agricultural,6,7.898989898989891,92.1010101010101
623,agricultural,23,9.757575757575749,90.24242424242425
607,agricultural,7,8.46464646464646,91.53535353535354
608,agricultural,8,10.547585370781968,89.45241462921803
610,agricultural,10,10.48484848484848,89.51515151515152
616,agricultural,16,9.49494949494949,90.5050505050505
612,agricultural,12,9.33521923620933,90.66478076379067
613,agricultural,13,11.052737926853911,88.94726207314609
614,agricultural,14,7.4171382376717805,92.58286176232822
615,agricultural,15,8.949494949494941,91.05050505050505
617,agricultural,17,7.73893715902202,92.26106284097798
618,agricultural,18,8.04365400161681,91.95634599838318
619,agricultural,19,11.60064672594987,88.39935327405013
620,agricultural,20,9.818181818181811,90.18181818181819
621,agricultural,21,11.48634984833164,88.51365015166836
611,agricultural,11,9.55555555555555,90.44444444444446
636,agricultural,36,8.53559870550161,91.46440129449839
647,agricultural,47,10.18799272286234,89.81200727713767
600,agricultural,0,10.22222222222222,89.77777777777779
649,agricultural,49,9.33710590137429,90.66289409862571
675,agricultural,75,7.97979797979798,92.02020202020202
674,agricultural,74,6.72727272727272,93.27272727272728
676,agricultural,76,9.73934128106688,90.26065871893312
677,agricultural,77,8.52697514649424,91.47302485350576
678,agricultural,78,14.60901192160032,85.39098807839969
679,agricultural,79,9.13315821378056,90.86684178621944
680,agricultural,80,14.303030303030301,85.6969696969697
673,agricultural,73,8.54718124873711,91.4528187512629
682,agricultural,82,10.9719135178824,89.0280864821176
650,agricultural,50,9.13131313131313,90.86868686868686
683,agricultural,83,8.767676767676761,91.23232323232324
685,agricultural,85,10.727272727272721,89.27272727272728
681,agricultural,81,12.808080808080799,87.1919191919192
687,agricultural,87,9.90499292500505,90.09500707499495
688,agricultural,88,8.12285310163669,91.8771468983633
689,agricultural,89,9.93939393939394,90.06060606060606
690,agricultural,90,8.04040404040404,91.95959595959596
691,agricultural,91,8.7914308811641,91.2085691188359
692,agricultural,92,6.95230396119644,93.04769603880356
693,agricultural,93,7.696969696969689,92.30303030303031
648,agricultural,48,11.15151515151515,88.84848484848484
684,agricultural,84,9.23418872499494,90.76581127500506
662,agricultural,62,12.00242473226914,87.99757526773087
694,agricultural,94,10.83047080218225,89.16952919781775
656,agricultural,56,9.43434343434343,90.56565656565657
697,agricultural,97,7.1168621107966,92.8831378892034
651,agricultural,51,5.71717171717171,94.28282828282829
652,agricultural,52,9.35542533845221,90.6445746615478
653,agricultural,53,8.484848484848479,91.51515151515152
654,agricultural,54,8.24408971509395,91.75591028490605
655,agricultural,55,13.465426607359479,86.53457339264052
699,agricultural,99,8.25242718446602,91.74757281553399
657,agricultural,57,10.309278350515461,89.69072164948454
658,agricultural,58,7.050505050505049,92.94949494949495
660,agricultural,60,11.69696969696969,88.30303030303031
659,agricultural,59,13.676767676767673,86.32323232323233
661,agricultural,61,4.86868686868686,95.13131313131314
663,agricultural,63,9.80392156862745,90.19607843137256
664,agricultural,64,12.73241713823767,87.26758286176234
665,agricultural,65,13.073348151141637,86.92665184885836
666,agricultural,66,10.689028086482107,89.31097191351789
667,agricultural,67,8.50848827809215,91.49151172190786
668,agricultural,68,7.600565999595711,92.39943400040428
669,agricultural,69,7.898989898989891,92.1010101010101
670,agricultural,70,12.896705073782089,87.10329492621791
671,agricultural,71,8.84848484848484,91.15151515151516
672,agricultural,72,7.17751718560452,92.82248281439549
1132,river,32,7.92239288601455,92.07760711398545
1134,river,34,9.07070707070707,90.92929292929293
1133,river,33,11.43665386946858,88.56334613053141
1131,river,31,9.35353535353535,90.64646464646465
1148,river,48,11.396241664982819,88.60375833501718
1129,river,29,14.787878787878789,85.21212121212122
1139,river,39,5.85858585858585,94.14141414141415
1123,river,23,9.19191919191919,90.8080808080808
1100,river,0,10.81244947453516,89.18755052546484
1130,river,30,10.711398544866608,89.28860145513339
1135,river,35,11.85858585858585,88.14141414141415
1147,river,47,14.097896440129453,85.90210355987055
1136,river,36,12.91169933319862,87.08830066680139
1138,river,38,9.47857720291026,90.52142279708974
1101,river,1,15.49808042028692,84.50191957971307
1141,river,41,7.355021216407349,92.64497878359265
1142,river,42,9.0927460092948,90.9072539907052
1143,river,43,9.21398262275207,90.78601737724793
1144,river,44,10.58799757526773,89.41200242473226
1145,river,45,12.108348494036791,87.89165150596321
1146,river,46,9.496868054152351,90.50313194584766
1149,river,49,10.38383838383838,89.61616161616162
1150,river,50,10.9090909090909,89.0909090909091
1140,river,40,7.69852495453627,92.30147504546373
1113,river,13,7.51667003435037,92.48332996564963
1111,river,11,9.35542533845221,90.6445746615478
1109,river,9,12.54545454545454,87.45454545454547
1108,river,8,9.37373737373737,90.62626262626263
1107,river,7,7.87878787878787,92.12121212121212
1106,river,6,6.82966255809254,93.17033744190746
1126,river,26,8.42594463527985,91.57405536472015
1104,river,4,13.31582137805617,86.68417862194383
1103,river,3,10.343434343434343,89.65656565656566
1124,river,24,7.536876136593251,92.46312386340675
1105,river,5,9.39583754293796,90.60416245706205
1110,river,10,13.06105944197331,86.93894055802669
1122,river,22,10.04446240905416,89.95553759094584
1112,river,12,8.75101050929668,91.24898949070332
1114,river,14,8.484848484848479,91.51515151515152
1115,river,15,8.44615073752273,91.55384926247727
1116,river,16,9.860577894524141,90.13942210547586
1117,river,17,12.787878787878778,87.21212121212122
1118,river,18,11.232323232323232,88.76767676767678
1119,river,19,11.212121212121211,88.7878787878788
1120,river,20,11.474747474747469,88.52525252525253
1121,river,21,10.87747674888799,89.12252325111201
1127,river,27,13.604204568425297,86.3957954315747
1128,river,28,9.496868054152351,90.50313194584766
1137,river,37,7.959595959595959,92.04040404040404
1176,river,76,9.63636363636363,90.36363636363637
1151,river,51,8.07365439093484,91.92634560906517
1179,river,79,10.3071948261924,89.6928051738076
1180,river,80,10.32949262179098,89.67050737820902
1181,river,81,11.438965238480188,88.5610347615198
1182,river,82,7.373737373737369,92.62626262626263
1183,river,83,10.06467259498787,89.93532740501213
1184,river,84,9.76151980598221,90.2384801940178
1185,river,85,11.31541725601131,88.68458274398868
1186,river,86,12.32572236815518,87.67427763184482
1194,river,94,12.101010101010099,87.8989898989899
1188,river,88,8.98989898989899,91.01010101010101
1177,river,77,10.89108910891089,89.10891089108911
1154,river,54,11.47076674084564,88.52923325915435
1189,river,89,6.634304207119739,93.36569579288026
1198,river,98,10.53163533454619,89.4683646654538
1197,river,97,7.83996767023641,92.1600323297636
1196,river,96,6.5494238932686395,93.45057610673136
1195,river,95,9.07620780270871,90.92379219729129
1199,river,99,8.91269199676637,91.08730800323363
1193,river,93,13.202587949858469,86.79741205014153
1192,river,92,9.57962813257882,90.42037186742118
1191,river,91,5.11214386744796,94.88785613255205
1125,river,25,10.62840977975348,89.37159022024652
1190,river,90,10.70923418872499,89.29076581127501
1178,river,78,7.536876136593251,92.46312386340675
1187,river,87,8.649959579628131,91.35004042037187
1153,river,53,7.03314470493128,92.96685529506873
1163,river,63,9.98181450798141,90.01818549201859
1155,river,55,8.407437348423601,91.5925626515764
1156,river,56,10.473109583501811,89.52689041649819
1157,river,57,7.8042862919530895,92.19571370804691
1158,river,58,10.022226712467159,89.97777328753284
1159,river,59,10.66666666666666,89.33333333333334
1160,river,60,7.373737373737369,92.62626262626263
1162,river,62,11.29521115376843,88.70478884623157
1164,river,64,7.61770054556476,92.38229945443524
1165,river,65,11.01232572236815,88.98767427763185
1166,river,66,11.61616161616161,88.3838383838384
1161,river,61,11.31999191429149,88.68000808570851
1168,river,68,9.212121212121211,90.78787878787878
1167,river,67,12.2020202020202,87.79797979797979
1152,river,52,9.08171521035598,90.91828478964402
1102,river,2,8.36363636363636,91.63636363636364
1174,river,74,7.0101010101010095,92.98989898989899
1173,river,73,13.47474747474747,86.52525252525253
1175,river,75,8.34343434343434,91.65656565656566
1171,river,71,12.2271624898949,87.7728375101051
1170,river,70,8.710590137429259,91.28940986257074
1169,river,69,9.68459361099878,90.31540638900123
1172,river,72,11.90139422105475,88.09860577894526
430,farm,30,9.15336431602344,90.84663568397656
446,farm,46,9.4224924012158,90.5775075987842
499,farm,99,11.767084512737561,88.23291548726243
401,farm,1,11.45454545454545,88.54545454545455
400,farm,0,14.45344129554656,85.54655870445345
437,farm,37,10.34412955465587,89.65587044534414
427,farm,27,11.19870628663836,88.80129371336164
428,farm,28,12.530315278900561,87.46968472109944
429,farm,29,11.3673139158576,88.63268608414239
431,farm,31,10.50717316629622,89.49282683370379
444,farm,44,9.85231640704025,90.14768359295975
447,farm,47,13.091865641440709,86.9081343585593
433,farm,33,9.27165753702576,90.72834246297424
435,farm,35,9.03030303030303,90.96969696969697
438,farm,38,10.004042037186741,89.99595796281326
450,farm,50,10.446554859567579,89.55344514043242
439,farm,39,10.58799757526773,89.41200242473226
440,farm,40,10.54655870445344,89.45344129554655
441,farm,41,14.271275520517479,85.72872447948252
442,farm,42,15.962820771873101,84.0371792281269
443,farm,43,9.35542533845221,90.6445746615478
432,farm,32,10.082845019195789,89.91715498080421
436,farm,36,13.47474747474747,86.52525252525253
420,farm,20,11.52213462704669,88.47786537295332
409,farm,9,13.62441883970082,86.37558116029918
445,farm,45,10.1010101010101,89.8989898989899
407,farm,7,7.51970891449363,92.48029108550637
406,farm,6,8.95311236863379,91.04688763136622
405,farm,5,10.04446240905416,89.95553759094584
425,farm,25,8.77831715210356,91.22168284789645
403,farm,3,8.09716599190283,91.90283400809717
402,farm,2,11.45454545454545,88.54545454545455
423,farm,23,10.46322633075985,89.53677366924015
424,farm,24,9.783707297351931,90.21629270264808
404,farm,4,12.714776632302398,87.2852233676976
448,farm,48,16.41004862236628,83.58995137763372
408,farm,8,7.0923418872499395,92.90765811275006
410,farm,10,11.13360323886639,88.86639676113361
411,farm,11,11.13356233582542,88.86643766417458
412,farm,12,18.46464646464646,81.53535353535354
