sample_name,env_type,env_00,env_01,env_02,nif_type,mapped_16106_16s_type,y,x,convertedthetao_mean_Layer,re_type
SRR5179837.SRS1922017,overlap,aquatic;marine,aquatic,sea,8,96,42.25,-70.54,10.8754882697101,0.0833333333333333
SRR5043876.SRS1813019,parallel,aquatic;sea,aquatic,sea,2,77,22.341,38.852,28.4021143518425,0.025974025974026
SRR7763795.SRS3722235,parallel,aquatic;marine,aquatic,sea,0,33,36.691,-122.345,13.3137085210449,0
SRR8607898.SRS4392071,overlap,aquatic;marine,aquatic,sea,14,84,54.09,7.968,11.5388507484847,0.166666666666667
SRR7032371.SRS2834442,parallel,aquatic;marine,aquatic,sea,1,124,-42.597,148.233,14.6442606675042,0.00806451612903226
SRR8190790.SRS4044442,overlap,aquatic;ocean,aquatic,sea,0,41,16.418,41.118,29.2857608953887,0
SRR3883066.SRS1558351,overlap,aquatic;marine,aquatic,sea,35,475,48.35,-123.3,10.6881551301487,0.0736842105263158
SRR3823639.SRS1546766,overlap,aquatic;marine,aquatic,sea,4,47,16.834,72.002,28.6082793436916,0.0851063829787234
SRR8816875.SRS2777534,parallel,aquatic;marine,aquatic,sea,0,27,-56.001,-170.004,5.4843512229,0
SRR1984015.SRS817105,parallel,aquatic;marine,aquatic,sea,10,83,13.464,144.644,28.8468279740753,0.120481927710843
SRR8658350.SRS4430825,parallel,aquatic;marine,aquatic,sea,19,181,-9.737,150.868,28.4210994617085,0.104972375690608
SRR7033973.SRS3194101,parallel,aquatic;marine,aquatic,sea,13,164,-34.119,151.227,20.4315708716673,0.0792682926829268
ERR2497780.ERS2366947,overlap,aquatic;marine,aquatic,sea,29,549,58.132,10,10.3784829910463,0.0528233151183971
SRR8167309.SRS4024586,parallel,aquatic;sea,aquatic,sea,1,39,42.832,-61.732,10.4795155713833,0.0256410256410256
SRR7594702.SRS2834532,parallel,aquatic;marine,aquatic,sea,1,109,-42.597,148.233,14.6442606675042,0.0091743119266055
SRR5180365.SRS1922013,overlap,aquatic;marine,aquatic,sea,14,166,42.25,-70.54,10.8754882697101,0.0843373493975904
SRR5176120.SRS1922020,overlap,aquatic;marine,aquatic,sea,27,261,42.25,-70.54,10.8754882697101,0.103448275862069
ERR3354260.ERS3488571,overlap,aquatic;marine,aquatic,sea,1,30,42.226,-8.752,15.1297518226917,0.0333333333333333
SRR7597709.SRS3195202,parallel,aquatic;marine,aquatic,sea,2,56,-12.4,130.768,28.9461353816235,0.0357142857142857
SRR5175961.SRS1921953,overlap,aquatic;marine,aquatic,sea,11,149,42.25,-70.54,10.8754882697101,0.0738255033557047
SRR5915625.SRS2417798,parallel,aquatic;marine,aquatic,sea,2,38,-12.4,130.768,28.9461353816235,0.0526315789473684
SRR11568078.SRS6500254,parallel,aquatic;marine,aquatic,sea,8,186,36.747,-122.019,12.5532421516552,0.0430107526881721
SRR6048938.SRS2523093,overlap,aquatic;marine,aquatic,sea,30,404,39.283,-75.363,14.005589026123,0.0742574257425743
SRR2668722.SRS1116991,overlap,aquatic;marine,aquatic,sea,0,33,-3.99,-81.309,21.8720005151279,0
SRR5208571.SRS1943740,overlap,aquatic;marine,aquatic,sea,12,215,39.283,-75.363,14.005589026123,0.0558139534883721
ERR2206768.ERS2026551,parallel,aquatic;sea,aquatic,sea,7,206,54.698,12.705,9.98331153439081,0.0339805825242718
SRR6371311.SRS2754408,overlap,aquatic;ocean,aquatic,sea,0,24,79.65,130.58,-1.57332683919029,0
SRR7596604.SRS2777539,parallel,aquatic;marine,aquatic,sea,0,23,-56.001,-170.004,5.4843512229,0
SRR6049640.SRS2523745,overlap,aquatic;marine,aquatic,sea,11,232,-28.236,-38.495,22.5700882706705,0.0474137931034483
SRR2975955.SRS1191993,parallel,aquatic;marine,aquatic,sea,4,95,-22.28,166.26,24.7478448884929,0.0421052631578947
SRR5178640.SRS1922021,overlap,aquatic;marine,aquatic,sea,8,133,42.25,-70.54,10.8754882697101,0.0601503759398496
SRR5181060.SRS1922043,overlap,aquatic;marine,aquatic,sea,6,66,42.25,-70.54,10.8754882697101,0.0909090909090909
SRR8248078.SRS4081615,overlap,aquatic;sea,aquatic,sea,3,94,54.582,18.629,10.17004897163,0.0319148936170213
SRR6287209.SRS2683758,parallel,aquatic;sea,aquatic,sea,1,92,26.584,124.583,25.1517263605034,0.0108695652173913
SRR7078461.SRS3230359,parallel,aquatic;marine,aquatic,sea,4,61,-33.95,151.9,21.2591289828793,0.0655737704918033
SRR7036044.SRS3195228,parallel,aquatic;marine,aquatic,sea,0,23,-53.501,-169.991,7.66686293113983,0
SRR7034452.SRS3194277,parallel,aquatic;marine,aquatic,sea,2,46,-19.308,147.618,25.7202802220256,0.0434782608695652
SRR3499946.SRS1434303,overlap,aquatic;sea,aquatic,sea,10,128,54.454,10.198,10.5938604259693,0.078125
SRR3500248.SRS1434650,overlap,aquatic;sea,aquatic,sea,1,51,54.454,10.198,10.5938604259693,0.0196078431372549
SRR5918758.SRS2418826,parallel,aquatic;marine,aquatic,sea,2,74,-32.299,152.795,21.8327194338843,0.027027027027027
ERR2172200.ERS1972773,overlap,aquatic;ice,aquatic,ice,0,35,82.671,109.59,-1.71777886442848,0
SRR3933535.SRS1572492,parallel,aquatic;sea,aquatic,sea,32,398,47,-48.471,4.9391970685186,0.0804020100502513
SRR6242171.SRS2649204,overlap,aquatic;marine,aquatic,sea,3,62,27.89,-94.036,25.3504898133669,0.0483870967741936
SRR5924682.SRS2422985,parallel,aquatic;marine,aquatic,sea,8,72,-19.308,147.618,25.7202802220256,0.111111111111111
SRR1819652.SRS856768,parallel,aquatic;marine,aquatic,sea,3,68,21.43,-157.79,25.1475308893326,0.0441176470588235
SRR5180327.SRS1921934,overlap,aquatic;marine,aquatic,sea,11,140,42.25,-70.54,10.8754882697101,0.0785714285714286
SRR11796424.SRS6664768,overlap,aquatic;marine,aquatic,sea,3,71,54.46,10.33,10.5428454655318,0.0422535211267606
SRR7763955.SRS3722352,parallel,aquatic;marine,aquatic,sea,5,57,36.747,-122.019,12.5532421516552,0.087719298245614
SRR12007524.SRS6835303,parallel,aquatic;sea,aquatic,sea,3,30,22.57,114.62,23.8060745440059,0.1
SRR8637140.SRS4414090,parallel,aquatic;marine,aquatic,sea,0,14,42,-70,11.1425161573407,0
SRR2130147.SRS1014886,overlap,aquatic;marine,aquatic,sea,28,299,44.867,12.519,17.2214018627548,0.0936454849498328
SRR1983997.SRS817078,parallel,aquatic;marine,aquatic,sea,10,50,16.797,-88.084,28.3823829468123,0.2
SRR7032996.SRS2834259,parallel,aquatic;marine,aquatic,sea,3,77,-34.119,151.227,20.4315708716673,0.038961038961039
SRR5915525.SRS2417671,parallel,aquatic;marine,aquatic,sea,6,65,-32,115.417,20.61662236222,0.0923076923076923
SRR8634702.SRS4412506,parallel,aquatic;marine,aquatic,sea,0,24,42,-70,11.1425161573407,0
SRR6306502.SRS2699989,parallel,aquatic;sea,aquatic,sea,1,44,31.573,-81.002,21.7317306446012,0.0227272727272727
SRR7034201.SRS3194194,parallel,aquatic;marine,aquatic,sea,0,38,-42.597,148.233,14.6442606675042,0
SRR7599210.SRS3194286,parallel,aquatic;marine,aquatic,sea,4,70,-32,115.417,20.61662236222,0.0571428571428571
SRR8172647.SRS4028678,parallel,aquatic;marine,aquatic,sea,0,28,-35.78,175.17,18.0481883159139,0
SRR7033289.SRS2777508,parallel,aquatic;marine,aquatic,sea,2,33,-15.003,-170,28.563656961664,0.0606060606060606
SRR12538686.SRS7279666,overlap,aquatic;ocean,aquatic,sea,2,28,-32.5,-171.999,19.5032108797575,0.0714285714285714
ERR1202038.ERS1031684,overlap,aquatic;marine,aquatic,sea,28,207,55.434,14.813,9.93884442900522,0.135265700483092
SRR2104159.SRS993302,overlap,aquatic;marine,aquatic,sea,4,124,55.18,7.9,10.9677788647,0.032258064516129
ERR1597515.ERS1305909,parallel,aquatic;marine,aquatic,sea,1,20,77.883,16.717,0.441122893927182,0.05
SRR5179805.SRS1921993,overlap,aquatic;marine,aquatic,sea,21,153,42.25,-70.54,10.8754882697101,0.137254901960784
ERR868423.ERS494570,overlap,aquatic;marine,aquatic,sea,7,234,36.181,-28.937,20.3440433680629,0.0299145299145299
SRR3944285.SRS1579331,overlap,aquatic;marine,aquatic,sea,0,37,-29.652,92.985,20.0833605201904,0
SRR3731325.SRS1531365,overlap,aquatic;marine,aquatic,sea,2,33,29.255,-88.478,24.2487288001676,0.0606060606060606
SRR6756694.SRS2986570,overlap,aquatic;marine,aquatic,sea,13,102,18.74,-94.504,27.3430878336318,0.127450980392157
SRR7033568.SRS2777147,parallel,aquatic;marine,aquatic,sea,0,27,-26.482,-169.996,22.9454822688994,0
SRR1768560.SRS821320,overlap,aquatic;marine,aquatic,sea,2,69,51.27,2.61,12.7030988976533,0.0289855072463768
SRR3500214.SRS1434489,overlap,aquatic;sea,aquatic,sea,1,62,54.454,10.198,10.5938604259693,0.0161290322580645
ERR1712185.ERS488338,overlap,aquatic;marine,aquatic,sea,7,66,35.759,14.257,20.5140146242543,0.106060606060606
SRR3737408.SRS1534554,parallel,aquatic;sea,aquatic,sea,3,58,28.852,-88.492,25.0923346101193,0.0517241379310345
SRR3870894.SRS1556181,overlap,aquatic;marine,aquatic,sea,6,83,16.226,73.319,28.5413984561027,0.072289156626506
SRR5360632.SRS2059974,parallel,aquatic;sea,aquatic,sea,3,89,57.306,20.077,9.56257306376881,0.0337078651685393
SRR6131002.SRS2566177,parallel,aquatic;sea,aquatic,sea,0,11,34.343,-119.863,14.5231513951732,0
SRR11052086.SRS6126082,parallel,aquatic;sea,aquatic,sea,15,122,5.81,103,29.2631246819951,0.122950819672131
SRR5918823.SRS2418841,parallel,aquatic;marine,aquatic,sea,7,133,-42.597,148.233,14.6442606675042,0.0526315789473684
SRR3169278.SRS1296369,parallel,aquatic;ocean,aquatic,sea,0,18,22.45,-46.04,25.7184490594792,0
SRR12007493.SRS6835334,parallel,aquatic;sea,aquatic,sea,2,53,18.7,110.47,25.8350561686608,0.0377358490566038
SRR6471328.SRS2834165,parallel,aquatic;marine,aquatic,sea,2,99,-34.119,151.227,20.4315708716673,0.0202020202020202
SRR5643402.SRS2250340,overlap,aquatic;ocean,aquatic,sea,6,205,12.064,144.589,28.8925633182334,0.0292682926829268
SRR5312631.SRS2023065,overlap,aquatic;marine,aquatic,sea,2,67,38.5,120.76,13.9996741843184,0.0298507462686567
SRR6287301.SRS2683716,parallel,aquatic;sea,aquatic,sea,3,140,29.294,126.326,22.3580359179813,0.0214285714285714
SRR9860471.SRS5178302,overlap,aquatic;ocean,aquatic,sea,61,695,27.89,-94.036,25.3504898133669,0.0877697841726619
SRR7632678.SRS3617488,overlap,aquatic;marine,aquatic,sea,7,89,22.75,-158,24.929736343873,0.0786516853932584
SRR620059.SRS369449,parallel,aquatic;marine,aquatic,sea,1,51,54.45,10.24,10.5906521970104,0.0196078431372549
SRR5617491.SRS2231937,parallel,aquatic;sea,aquatic,sea,4,164,25.17,122.91,26.571737058768,0.024390243902439
SRR4826166.SRS1775694,parallel,aquatic;marine,aquatic,sea,8,46,38.32,-123.05,10.7681722132154,0.173913043478261
SRR10428622.SRS5634343,parallel,aquatic;sea,aquatic,sea,2,104,32,123.5,18.2657856802841,0.0192307692307692
SRR6145446.SRS2571084,overlap,aquatic;marine,aquatic,sea,3,68,-35.84,-178.879,17.8191390616739,0.0441176470588235
SRR9071720.SRS4772638,parallel,aquatic;sea,aquatic,sea,1,61,-22.893,-43.194,22.0399585708287,0.0163934426229508
SRR4434927.SRS1753809,parallel,aquatic;marine,aquatic,sea,3,41,22.45,-158,24.9840724329664,0.0731707317073171
SRR6471743.SRS2834453,parallel,aquatic;marine,aquatic,sea,1,86,-42.597,148.233,14.6442606675042,0.0116279069767442
SRR9125354.SRS4820809,parallel,aquatic;sea,aquatic,sea,1,28,9.346,-82.258,28.7350985349207,0.0357142857142857
SRR6860664.SRS3066176,parallel,aquatic;sea,aquatic,sea,3,109,50.688,1.521,12.8469570018694,0.0275229357798165
SRR2668709.SRS1117005,overlap,aquatic;marine,aquatic,sea,0,40,-3.749,-81.134,22.2260464890325,0
SRR5902222.SRS2408911,parallel,aquatic;sea,aquatic,sea,7,121,-62.617,-59.833,-0.152337446971953,0.0578512396694215
SRR7035531.SRS3195005,parallel,aquatic;marine,aquatic,sea,0,64,-31.863,115.708,19.9155409032845,0
SRR7597401.SRS3194122,parallel,aquatic;marine,aquatic,sea,1,63,-42.597,148.233,14.6442606675042,0.0158730158730159
SRR7036232.SRS3195330,parallel,aquatic;marine,aquatic,sea,0,31,-7.498,-168.75,29.3041283979155,0
SRR8651777.SRS4426302,parallel,aquatic;ocean,aquatic,sea,8,103,42.11,-70.54,10.7533664544556,0.0776699029126214
SRR7600099.SRS2777189,parallel,aquatic;marine,aquatic,sea,2,18,-26.482,-169.996,22.9454822688994,0.111111111111111
SRR7078374.SRS3229951,parallel,aquatic;marine,aquatic,sea,15,99,-33.95,151.9,21.2591289828793,0.151515151515152
SRR11796290.SRS6664903,overlap,aquatic;marine,aquatic,sea,10,92,54.46,10.28,10.5726121916314,0.108695652173913
SRR7596632.SRS2777649,parallel,aquatic;marine,aquatic,sea,0,15,-64.996,-170.01,-0.913063175797048,0
SRR11747471.SRS6620586,parallel,aquatic;marine,aquatic,sea,3,81,-45.84,170.65,11.8636512604888,0.037037037037037
SRR9112788.SRS4809365,parallel,aquatic;sea,aquatic,sea,2,54,28.501,-88.001,25.5043122405984,0.037037037037037
SRR5822142.SRS2350834,overlap,aquatic;marine,aquatic,sea,21,357,54.188,7.9,11.5055094338754,0.0588235294117647
SRR6660563.SRS2904150,overlap,aquatic;sea,aquatic,sea,2,58,-19.154,146.866,25.7358279525642,0.0344827586206897
SRR6472379.SRS2834885,parallel,aquatic;marine,aquatic,sea,2,93,-27.345,153.562,24.0868335801995,0.021505376344086
SRR7594727.SRS2834473,parallel,aquatic;marine,aquatic,sea,0,105,-42.597,148.233,14.6442606675042,0
SRR7036515.SRS3195422,parallel,aquatic;marine,aquatic,sea,2,31,-18.574,146.496,25.9860210081634,0.0645161290322581
SRR5179014.SRS1922059,overlap,aquatic;marine,aquatic,sea,0,18,42.25,-70.54,10.8754882697101,0
SRR5915709.SRS2417697,parallel,aquatic;marine,aquatic,sea,2,44,-27.345,153.562,24.0868335801995,0.0454545454545455
SRR1992995.SRS919755,parallel,aquatic;sea,aquatic,sea,1,19,-0.887,134.084,29.4958038984882,0.0526315789473684
SRR5178566.SRS1921954,overlap,aquatic;marine,aquatic,sea,26,197,42.25,-70.54,10.8754882697101,0.131979695431472
SRR10175613.SRS5429615,parallel,aquatic;sea,aquatic,sea,1,22,28.68,-88.342,25.3692608241215,0.0454545454545455
SRR4015552.SRS1607921,overlap,aquatic;marine,aquatic,sea,2,95,17.296,41.767,30.0058488513324,0.0210526315789474
SRR13159876.SRS7803447,overlap,aquatic;marine,aquatic,sea,0,47,57.197,-151.889,7.3603787387898,0
SRR2168126.SRS1036834,parallel,aquatic;marine,aquatic,sea,8,100,30.42,-145.747,21.212605106027,0.08
SRR2098553.SRS988877,overlap,aquatic;marine,aquatic,sea,0,22,27.527,35.534,25.6788572865763,0
SRR7032878.SRS2777377,parallel,aquatic;marine,aquatic,sea,4,19,-49.499,-170.017,10.2125516395705,0.210526315789474
SRR7032742.SRS2834526,parallel,aquatic;marine,aquatic,sea,3,89,-42.597,148.233,14.6442606675042,0.0337078651685393
SRR6310891.SRS2704637,overlap,aquatic;marine,aquatic,sea,3,12,26.51,-86.09,26.7410268693983,0.25
SRR12538644.SRS7279707,overlap,aquatic;ocean,aquatic,sea,0,26,-32.497,-167.002,19.4020271749122,0
SRR5915864.SRS2417746,parallel,aquatic;marine,aquatic,sea,5,79,-27.345,153.562,24.0868335801995,0.0632911392405063
SRR7033652.SRS2834098,parallel,aquatic;marine,aquatic,sea,1,44,-6.5,-168.749,29.1935819959742,0.0227272727272727
SRR9266802.SRS4940410,overlap,aquatic;ice,aquatic,ice,1,41,-67.565,-68.118,-0.834370244262163,0.024390243902439
SRR8167300.SRS4024627,parallel,aquatic;sea,aquatic,sea,2,28,44.4,-63.45,7.67090556124483,0.0714285714285714
SRR10175072.SRS5429253,parallel,aquatic;sea,aquatic,sea,4,84,28.065,-89.715,25.6569166286511,0.0476190476190476
SRR5179894.SRS1922039,overlap,aquatic;marine,aquatic,sea,15,125,42.25,-70.54,10.8754882697101,0.12
SRR7598020.SRS3195215,parallel,aquatic;marine,aquatic,sea,0,43,-46.33,-171.375,12.2752508207136,0
SRR1993014.SRS919736,parallel,aquatic;sea,aquatic,sea,1,43,-14.284,-170.561,28.7339001770688,0.0232558139534884
SRR7599011.SRS3194092,parallel,aquatic;marine,aquatic,sea,2,58,-34.119,151.227,20.4315708716673,0.0344827586206897
SRR2098493.SRS988936,overlap,aquatic;marine,aquatic,sea,3,28,17.728,40.36,29.5706108437466,0.107142857142857
SRR7142091.SRS3279202,parallel,aquatic;sea,aquatic,sea,10,80,24.8,122,25.5707982274413,0.125
SRR11906851.SRS6755051,parallel,aquatic;sea,aquatic,sea,0,49,60.273,-4.343,10.6992013410609,0
SRR5643425.SRS2250316,overlap,aquatic;ocean,aquatic,sea,7,130,12.333,144.7,28.8834983548472,0.0538461538461539
SRR1816874.SRS856125,parallel,aquatic;marine,aquatic,sea,7,71,21.43,-157.79,25.1475308893326,0.0985915492957746
SRR5178659.SRS1922029,overlap,aquatic;marine,aquatic,sea,5,127,42.25,-70.54,10.8754882697101,0.0393700787401575
DRR205759.DRS121081,overlap,aquatic;marine,aquatic,sea,2,159,26.851,120.825,21.7158701880458,0.0125786163522013
SRR7078221.SRS3230004,parallel,aquatic;marine,aquatic,sea,3,53,-33.95,151.9,21.2591289828793,0.0566037735849057
ERR3589582.ERS1309819,overlap,aquatic;marine,aquatic,sea,18,215,61.543,-55.987,4.24669955592059,0.0837209302325582
SRR7032330.SRS2834520,parallel,aquatic;marine,aquatic,sea,0,111,-42.597,148.233,14.6442606675042,0
SRR7033686.SRS2834388,parallel,aquatic;marine,aquatic,sea,0,35,-11.496,-169.999,29.2138262509192,0
SRR2104117.SRS993301,overlap,aquatic;marine,aquatic,sea,16,260,54.174,7.885,11.5055094338754,0.0615384615384615
SRR2168095.SRS1036864,parallel,aquatic;marine,aquatic,sea,11,110,31.907,-139.583,19.8043154718956,0.1
SRR9295797.SRS4966358,parallel,aquatic;sea,aquatic,sea,7,127,32.45,34.375,22.908311156594,0.0551181102362205
SRR12684540.SRS7403405,parallel,aquatic;ocean,aquatic,sea,2,79,21.83,119.1,27.0976988089392,0.0253164556962025
SRR4431475.SRS1751286,overlap,aquatic;marine,aquatic,sea,0,32,41.38,2.22,18.5276183125525,0
SRR5181018.SRS1921988,overlap,aquatic;marine,aquatic,sea,5,102,42.25,-70.54,10.8754882697101,0.0490196078431373
SRR6795278.SRS3010300,parallel,aquatic;sea,aquatic,sea,5,206,9.67,113.062,28.4005942944761,0.0242718446601942
SRR5179797.SRS1921991,overlap,aquatic;marine,aquatic,sea,17,148,42.25,-70.54,10.8754882697101,0.114864864864865
SRR7033502.SRS2777403,parallel,aquatic;marine,aquatic,sea,0,12,-31.49,-169.979,20.0518778426072,0
SRR3669516.SRS1505276,overlap,aquatic;ocean,aquatic,sea,0,56,43.48,-62.452,9.4061696820812,0
SRR11836402.SRS6700568,overlap,aquatic;estuary,aquatic,estuary,8,119,65.799,22.379,5.99676231434793,0.0672268907563025
SRR2104086.SRS993301,overlap,aquatic;marine,aquatic,sea,12,225,54.174,7.885,11.5055094338754,0.0533333333333333
ERR3770638.ERS4186762,overlap,aquatic;ocean,aquatic,sea,8,93,19.446,110.786,25.5720774906697,0.0860215053763441
SRR7037016.SRS2834215,parallel,aquatic;marine,aquatic,sea,0,60,-1.501,-168.75,28.2119013088318,0
SRR10987742.SRS6078763,overlap,aquatic;lake,aquatic,lake,7,73,37.242,132.004,16.9721519739803,0.0958904109589041
SRR5916465.SRS2417956,parallel,aquatic;marine,aquatic,sea,0,78,-42.597,148.233,14.6442606675042,0
SRR8167302.SRS4024593,parallel,aquatic;sea,aquatic,sea,2,26,42.832,-61.732,10.4795155713833,0.0769230769230769
SRR7594665.SRS2834861,parallel,aquatic;marine,aquatic,sea,3,68,-34.119,151.227,20.4315708716673,0.0441176470588235
SRR6490423.SRS2849580,parallel,aquatic;marine,aquatic,sea,1,72,29.45,121.53,19.2556776229434,0.0138888888888889
SRR11796536.SRS6664657,overlap,aquatic;marine,aquatic,sea,9,198,54.46,10.33,10.5428454655318,0.0454545454545455
SRR5180732.SRS1921945,overlap,aquatic;marine,aquatic,sea,3,30,42.25,-70.54,10.8754882697101,0.1
SRR5643394.SRS2250348,overlap,aquatic;ocean,aquatic,sea,2,165,11.892,144.957,28.8851164364125,0.0121212121212121
SRR8190963.SRS4044269,overlap,aquatic;ocean,aquatic,sea,2,65,27.591,34.658,25.7675083663274,0.0307692307692308
SRR1217459.SRS592297,overlap,aquatic;lake,aquatic,lake,10,78,-20.054,-176.133,26.3957082779318,0.128205128205128
SRR7472260.SRS3502457,parallel,aquatic;sea,aquatic,sea,23,231,22.089,38.778,28.5794144936878,0.0995670995670996
SRR5180289.SRS1922030,overlap,aquatic;marine,aquatic,sea,9,125,42.25,-70.54,10.8754882697101,0.072
SRR7037182.SRS2834706,parallel,aquatic;marine,aquatic,sea,4,93,-27.345,153.562,24.0868335801995,0.0430107526881721
SRR8985807.SRS4699443,parallel,aquatic;sea,aquatic,sea,2,87,33,123.8,17.6981417276512,0.0229885057471264
ERR4314925.ERS4799771,overlap,aquatic;marine,aquatic,sea,1,54,58.583,18.233,8.95516722031785,0.0185185185185185
SRR5188895.SRS1929556,parallel,aquatic;sea,aquatic,sea,20,101,23.612,38.524,27.6346070139302,0.198019801980198
SRR9218094.SRS4893790,parallel,aquatic;sea,aquatic,sea,18,492,16.999,117.002,27.6691478886185,0.0365853658536585
SRR2550687.SRS1097898,overlap,aquatic;marine,aquatic,sea,21,332,28.87,-90.5,24.0425883047041,0.0632530120481928
DRR067836.DRS049411,overlap,aquatic;marine,aquatic,sea,0,19,34,138.33,21.7326674357661,0
SRR7751585.SRS3711907,overlap,aquatic;marine,aquatic,sea,3,72,33.576,-118.01,15.6244978630866,0.0416666666666667
SRR4434956.SRS1753838,parallel,aquatic;marine,aquatic,sea,4,48,22.45,-158,24.9840724329664,0.0833333333333333
SRR8818245.SRS3194582,parallel,aquatic;marine,aquatic,sea,5,189,-34.073,151.152,20.2723059245786,0.0264550264550265
SRR11836371.SRS6700599,overlap,aquatic;estuary,aquatic,estuary,9,97,65.832,22.387,5.98564160126003,0.0927835051546392
SRR5180261.SRS1921987,overlap,aquatic;marine,aquatic,sea,5,109,42.25,-70.54,10.8754882697101,0.0458715596330275
SRR4435086.SRS1753968,parallel,aquatic;marine,aquatic,sea,3,48,22.45,-158,24.9840724329664,0.0625
ERR1879798.ERS494382,overlap,aquatic;marine,aquatic,sea,7,122,34.15,-56.968,22.5279591834787,0.0573770491803279
SRR2130140.SRS1014893,overlap,aquatic;marine,aquatic,sea,35,319,44.974,12.581,17.1394143292823,0.109717868338558
SRR10175414.SRS5429421,parallel,aquatic;sea,aquatic,sea,0,38,27.11,-91.166,26.135659781753,0
SRR7466908.SRS3497816,overlap,aquatic;marine,aquatic,sea,1,38,57,4.003,10.3809808470158,0.0263157894736842
SRR3933518.SRS1572475,parallel,aquatic;sea,aquatic,sea,43,561,46.431,-48.48,5.73533794629763,0.0766488413547237
SRR10501006.SRS5695999,overlap,aquatic;marine,aquatic,sea,5,24,76.18,-73.13,-0.264850971016524,0.208333333333333
SRR7440434.SRS3470197,parallel,aquatic;ocean,aquatic,sea,2,71,22.45,-158,24.9840724329664,0.028169014084507
SRR11906874.SRS6755028,parallel,aquatic;sea,aquatic,sea,1,45,60.273,-4.343,10.6992013410609,0.0222222222222222
SRR8819722.SRS2777228,parallel,aquatic;marine,aquatic,sea,0,27,-50.498,-170,9.33593415700045,0
SRR8172640.SRS4028685,parallel,aquatic;marine,aquatic,sea,3,45,-35.78,175.17,18.0481883159139,0.0666666666666667
ERR1664726.ERS1372612,overlap,aquatic;sea,aquatic,sea,4,35,18.375,-81.798,28.2165558934375,0.114285714285714
SRR7600122.SRS2777245,parallel,aquatic;marine,aquatic,sea,0,17,-30.504,-169.994,20.6427448216992,0
SRR3477424.SRS1422969,parallel,aquatic;marine,aquatic,sea,9,73,29.18,-94.49,23.1016504809641,0.123287671232877
SRR7945866.SRS3860621,parallel,aquatic;marine,aquatic,sea,0,21,1.16,103.74,29.2386482000043,0
SRR7594595.SRS2834587,parallel,aquatic;marine,aquatic,sea,0,87,-42.597,148.233,14.6442606675042,0
SRR8283367.SRS4108844,parallel,aquatic;sea,aquatic,sea,1,64,45.48,-123.97,11.0022534679012,0.015625
SRR5675570.SRS2277758,overlap,aquatic;marine,aquatic,sea,8,87,54.613,13.178,9.98469482890756,0.0919540229885057
SRR3933197.SRS1572421,parallel,aquatic;sea,aquatic,sea,6,92,43.858,-60.157,8.71757915737759,0.0652173913043478
SRR8983372.SRS4702923,parallel,aquatic;ocean,aquatic,sea,8,139,-60.48,-41.38,-0.481340600465619,0.0575539568345324
SRR8167108.SRS4024788,parallel,aquatic;sea,aquatic,sea,1,34,44.4,-63.45,7.67090556124483,0.0294117647058824
SRR6287289.SRS2683744,parallel,aquatic;sea,aquatic,sea,2,103,26.619,121.733,23.5632764733568,0.0194174757281553
SRR6432741.SRS2800591,parallel,aquatic;marine,aquatic,sea,8,100,-20.526,-70.712,19.9119244990741,0.08
SRR6287348.SRS2683708,parallel,aquatic;sea,aquatic,sea,1,132,31.042,124.689,19.4649215703007,0.00757575757575758
SRR7253260.SRS3370453,overlap,aquatic;ocean,aquatic,sea,2,40,-25.32,70.039,23.5193967262447,0.05
ERR598986.ERS494559,overlap,aquatic;marine,aquatic,sea,18,275,36.181,-28.937,20.3440433680629,0.0654545454545455
SRR7970046.SRS3882426,parallel,aquatic;marine,aquatic,sea,40,642,-64.782,-64.079,-0.453997967009932,0.0623052959501558
SRR8394213.SRS4208559,overlap,aquatic;marine,aquatic,sea,5,84,29,-15,20.9820800520981,0.0595238095238095
SRR5740161.SRS2305525,overlap,aquatic;marine,aquatic,sea,6,77,50,179.55,6.13998182485738,0.0779220779220779
SRR9112812.SRS4809341,parallel,aquatic;sea,aquatic,sea,2,73,29.009,-87.502,24.9822005110004,0.0273972602739726
SRR6472304.SRS2834673,parallel,aquatic;marine,aquatic,sea,4,116,-27.345,153.562,24.0868335801995,0.0344827586206897
SRR1839868.SRS865033,overlap,aquatic;marine,aquatic,sea,38,422,18.2,-104.23,28.322812736621,0.0900473933649289
SRR7244266.SRS3362719,overlap,aquatic;marine,aquatic,sea,5,78,37.25,-76.5,16.9010738638771,0.0641025641025641
SRR6373891.SRS2756422,parallel,aquatic;sea,aquatic,sea,76,536,58.58,18.23,8.95516722031785,0.141791044776119
SRR12538516.SRS7279836,overlap,aquatic;ocean,aquatic,sea,0,21,-32.464,-159.019,19.6537058950825,0
SRR10175383.SRS5429452,parallel,aquatic;sea,aquatic,sea,1,50,29.069,-88.378,24.8259762065621,0.02
SRR6130862.SRS2566316,parallel,aquatic;sea,aquatic,sea,0,18,34.343,-119.863,14.5231513951732,0
SRR7632671.SRS3617495,overlap,aquatic;marine,aquatic,sea,12,114,22.75,-158,24.929736343873,0.105263157894737
SRR6352563.SRS2738754,parallel,aquatic;marine,aquatic,sea,0,16,74.331,-20.252,-0.599780176595175,0
SRR1992898.SRS919852,parallel,aquatic;sea,aquatic,sea,1,44,22.252,38.956,28.3056817181586,0.0227272727272727
SRR11463679.SRS6412731,parallel,aquatic;sea,aquatic,sea,9,60,42.53,30.4,15.471672071585,0.15
