sample_name,env_type,env_00,env_01,env_02,nif_type,mapped_16106_16s_type,y,x,convertedthetao_mean_Layer,re_type
SRR5180387.SRS1922039,overlap,aquatic;marine,aquatic,sea,12,138,42.25,-70.54,10.8754882697101,0.0869565217391304
SRR6310920.SRS2704608,overlap,aquatic;marine,aquatic,sea,6,19,28.26,-87.68,25.6342987768729,0.315789473684211
SRR6472212.SRS2834719,parallel,aquatic;marine,aquatic,sea,5,72,-27.345,153.562,24.0868335801995,0.0694444444444445
SRR8651775.SRS4426303,parallel,aquatic;ocean,aquatic,sea,9,138,42.11,-70.54,10.7533664544556,0.0652173913043478
SRR4434995.SRS1753877,parallel,aquatic;marine,aquatic,sea,2,10,22.45,-158,24.9840724329664,0.2
SRR9295730.SRS4966301,parallel,aquatic;sea,aquatic,sea,1,20,32.45,34.375,22.908311156594,0.05
SRR6292035.SRS2687576,overlap,aquatic;ocean,aquatic,sea,2,62,21.291,-157.861,25.401034420467,0.032258064516129
SRR11624725.SRS6547682,parallel,aquatic;sea,aquatic,sea,5,101,48.65,-126.667,11.1242621556872,0.0495049504950495
SRR8190931.SRS4044301,overlap,aquatic;ocean,aquatic,sea,3,36,26.137,35.344,26.2607590325839,0.0833333333333333
SRR13153368.SRS7798007,parallel,aquatic;sea,aquatic,sea,6,117,67.784,-168.605,1.2271616845268,0.0512820512820513
SRR6472377.SRS2834886,parallel,aquatic;marine,aquatic,sea,3,41,-27.345,153.562,24.0868335801995,0.0731707317073171
SRR2098487.SRS988941,overlap,aquatic;marine,aquatic,sea,1,32,17.296,41.102,29.7499547813671,0.03125
SRR7078739.SRS3230399,parallel,aquatic;marine,aquatic,sea,27,267,-33.95,151.9,21.2591289828793,0.101123595505618
SRR12837197.SRS7529661,parallel,aquatic;sea,aquatic,sea,1,114,76.988,15.829,0.767927878400148,0.0087719298245614
SRR7035461.SRS3194755,parallel,aquatic;marine,aquatic,sea,2,37,-31.863,115.708,19.9155409032845,0.0540540540540541
SRR5178564.SRS1921953,overlap,aquatic;marine,aquatic,sea,12,140,42.25,-70.54,10.8754882697101,0.0857142857142857
SRR7596660.SRS2777480,parallel,aquatic;marine,aquatic,sea,2,17,-40.397,-173.022,15.5172940251914,0.117647058823529
SRR10175611.SRS5429617,parallel,aquatic;sea,aquatic,sea,0,22,28.682,-88.345,25.3692608241215,0
SRR5640872.SRS2247371,parallel,aquatic;marine,aquatic,sea,4,87,24.545,-81.41,26.877866082739,0.0459770114942529
SRR8330767.SRS4152694,overlap,aquatic;marine,aquatic,sea,3,34,76.18,-73.13,-0.264850971016524,0.0882352941176471
SRR2168124.SRS1036836,parallel,aquatic;marine,aquatic,sea,5,81,30.067,-145.06,21.2904723691258,0.0617283950617284
SRR7032876.SRS2777375,parallel,aquatic;marine,aquatic,sea,0,21,-49.499,-170.017,10.2125516395705,0
SRR4938541.SRS1783859,parallel,aquatic;marine,aquatic,sea,12,107,38.32,-123.05,10.7681722132154,0.11214953271028
ERR868448.ERS488048,overlap,aquatic;marine,aquatic,sea,16,232,36.51,-3.975,18.7877944767019,0.0689655172413793
SRR5688284.SRS2288671,parallel,aquatic;sea,aquatic,sea,4,97,71.365,-156.524,-0.106665587815198,0.0412371134020619
SRR5176137.SRS1922024,overlap,aquatic;marine,aquatic,sea,8,107,42.25,-70.54,10.8754882697101,0.0747663551401869
ERR562616.ERS492154,overlap,aquatic;marine,aquatic,sea,6,91,1.993,-84.577,26.7018431084525,0.0659340659340659
SRR10175454.SRS5429381,parallel,aquatic;sea,aquatic,sea,1,47,28.672,-88.477,25.3560805881467,0.0212765957446809
SRR3724468.SRS1528125,parallel,aquatic;marine,aquatic,sea,9,59,48.35,-123.29,10.6934583741412,0.152542372881356
SRR7035620.SRS3194952,parallel,aquatic;marine,aquatic,sea,0,43,-31.863,115.708,19.9155409032845,0
SRR11244446.SRS6265248,overlap,aquatic;sea,aquatic,sea,4,46,25.704,36.568,26.3672131841362,0.0869565217391304
SRR8248289.SRS4081544,overlap,aquatic;sea,aquatic,sea,3,69,59.495,27.796,8.24126212052974,0.0434782608695652
SRR5643423.SRS2250319,overlap,aquatic;ocean,aquatic,sea,2,134,12.333,144.7,28.8834983548472,0.0149253731343284
SRR5187743.SRS1928820,overlap,aquatic;marine,aquatic,sea,24,116,34.62,-76.55,20.4347531118035,0.206896551724138
SRR5178657.SRS1922028,overlap,aquatic;marine,aquatic,sea,10,155,42.25,-70.54,10.8754882697101,0.0645161290322581
SRR11001158.SRS6090904,parallel,aquatic;marine,aquatic,sea,1,124,-27.43,-48.45,22.015718928824,0.00806451612903226
SRR8167328.SRS4024823,parallel,aquatic;sea,aquatic,sea,4,72,42.832,-61.732,10.4795155713833,0.0555555555555556
SRR8818043.SRS2834337,parallel,aquatic;marine,aquatic,sea,1,16,-60.896,79.935,-0.707274206616553,0.0625
SRR2168093.SRS1036867,parallel,aquatic;marine,aquatic,sea,7,97,32.053,-139.095,19.6352813243024,0.0721649484536082
SRR6457322.SRS2821901,parallel,aquatic;sea,aquatic,sea,1,47,27,-86.99,26.4296033558278,0.0212765957446809
SRR6233991.SRS2643772,overlap,aquatic;marine,aquatic,sea,12,172,5.9,-41.25,27.9042992793359,0.0697674418604651
SRR5001968.SRS1775809,parallel,aquatic;marine,aquatic,sea,9,39,38.32,-123.05,10.7681722132154,0.230769230769231
SRR1992966.SRS919785,parallel,aquatic;sea,aquatic,sea,0,11,5.263,162.984,29.230232601005,0
ERR3003982.ERS2986211,overlap,aquatic;ocean,aquatic,sea,0,49,2.92,-25.662,27.8689960818232,0
SRR5916774.SRS2417914,parallel,aquatic;marine,aquatic,sea,1,29,-19.308,147.618,25.7202802220256,0.0344827586206897
SRR6795276.SRS3010302,parallel,aquatic;sea,aquatic,sea,9,215,9.67,113.064,28.4005942944761,0.0418604651162791
SRR5179795.SRS1921990,overlap,aquatic;marine,aquatic,sea,6,130,42.25,-70.54,10.8754882697101,0.0461538461538462
SRR7418968.SRS3453454,overlap,aquatic;marine,aquatic,sea,11,53,54.052,7.58,11.5937320585098,0.207547169811321
SRR11796317.SRS6664876,overlap,aquatic;marine,aquatic,sea,4,150,54.46,10.33,10.5428454655318,0.0266666666666667
SRR1824294.SRS827893,overlap,aquatic;marine,aquatic,sea,39,300,18.9,-104.5,28.1950811950079,0.13
SRR2104066.SRS993301,overlap,aquatic;marine,aquatic,sea,9,211,54.174,7.885,11.5055094338754,0.042654028436019
SRR7032977.SRS2834117,parallel,aquatic;marine,aquatic,sea,8,155,-34.119,151.227,20.4315708716673,0.0516129032258065
SRR5916463.SRS2417955,parallel,aquatic;marine,aquatic,sea,2,83,-42.597,148.233,14.6442606675042,0.0240963855421687
SRR10552184.SRS5734570,overlap,aquatic;ocean,aquatic,sea,1,37,35.147,-122.974,14.5308996951844,0.027027027027027
SRR3821310.SRS1551919,overlap,aquatic;marine,aquatic,sea,2,38,-61.989,-54.943,-0.647648062016261,0.0526315789473684
SRR620123.SRS377065,parallel,aquatic;marine,aquatic,sea,0,106,54.45,10.18,10.5938604259693,0
SRR3111419.SRS1256152,overlap,aquatic;marine,aquatic,sea,52,587,42.566,34.184,15.6148554486096,0.0885860306643952
ERR1664692.ERS1372605,overlap,aquatic;sea,aquatic,sea,21,116,18.377,-81.798,28.2165558934375,0.181034482758621
SRR7037307.SRS2834821,parallel,aquatic;marine,aquatic,sea,1,63,-34.119,151.227,20.4315708716673,0.0158730158730159
SRR11796534.SRS6664659,overlap,aquatic;marine,aquatic,sea,8,221,54.46,10.33,10.5428454655318,0.0361990950226244
SRR1983970.SRS797582,parallel,aquatic;marine,aquatic,sea,8,68,16.797,-88.084,28.3823829468123,0.117647058823529
SRR9053859.SRS4757122,parallel,aquatic;sea,aquatic,sea,0,42,47.634,-122.458,10.7460471890534,0
SRR922556.SRS445378,parallel,aquatic;sea,aquatic,sea,0,39,21,115,26.1782787160581,0
SRR7037180.SRS2834709,parallel,aquatic;marine,aquatic,sea,6,119,-27.345,153.562,24.0868335801995,0.0504201680672269
SRR2168278.SRS1036682,parallel,aquatic;marine,aquatic,sea,16,156,41.525,-70.673,12.3060567073369,0.102564102564103
SRR7878018.SRS3802495,parallel,aquatic;sea,aquatic,sea,1,88,21.439,39.108,28.7956685669368,0.0113636363636364
SRR3933449.SRS1572600,parallel,aquatic;sea,aquatic,sea,28,499,46.707,-48.785,5.77058025040113,0.0561122244488978
SRR7751583.SRS3711906,overlap,aquatic;marine,aquatic,sea,2,84,33.908,-118.524,15.0840565621855,0.0238095238095238
SRR4434954.SRS1753836,parallel,aquatic;marine,aquatic,sea,2,45,22.45,-158,24.9840724329664,0.0444444444444444
SRR6269009.SRS2671605,overlap,aquatic;marine,aquatic,sea,7,118,10,-145,27.0570646910691,0.0593220338983051
DRR023362.DRS031458,overlap,aquatic;marine,aquatic,sea,0,25,38.017,141.052,15.4340484369248,0
SRR5821881.SRS2350584,overlap,aquatic;marine,aquatic,sea,14,247,54.188,7.9,11.5055094338754,0.0566801619433198
ERR2073769.ERS1850556,parallel,aquatic;sea,aquatic,sea,0,10,24.66,-81.46,26.64661312564,0
SRR10175412.SRS5429423,parallel,aquatic;sea,aquatic,sea,4,40,27.11,-91.166,26.135659781753,0.1
ERR599118.ERS492145,overlap,aquatic;marine,aquatic,sea,10,204,1.993,-84.577,26.7018431084525,0.0490196078431373
SRR7033326.SRS2834329,parallel,aquatic;marine,aquatic,sea,0,73,-7.498,-168.75,29.3041283979155,0
SRR3477385.SRS1422930,parallel,aquatic;marine,aquatic,sea,5,64,29.18,-94.49,23.1016504809641,0.078125
SRR13038381.SRS7697340,parallel,aquatic;sea,aquatic,sea,5,161,25.251,122.679,26.4120638388179,0.031055900621118
SRR7466906.SRS3497818,overlap,aquatic;marine,aquatic,sea,2,52,57,4.003,10.3809808470158,0.0384615384615385
SRR3933516.SRS1572473,parallel,aquatic;sea,aquatic,sea,31,470,46.431,-48.48,5.73533794629763,0.0659574468085106
SRR6235389.SRS2644915,parallel,aquatic;ocean,aquatic,sea,2,37,29.122,-90.38,23.8106254956056,0.0540540540540541
SRR7600277.SRS2777508,parallel,aquatic;marine,aquatic,sea,2,32,-15.003,-170,28.563656961664,0.0625
SRR6471819.SRS2834415,parallel,aquatic;marine,aquatic,sea,3,136,-42.597,148.233,14.6442606675042,0.0220588235294118
SRR3477422.SRS1422966,parallel,aquatic;marine,aquatic,sea,8,94,29.18,-94.49,23.1016504809641,0.0851063829787234
SRR6831072.SRS3039963,overlap,aquatic;marine,aquatic,sea,7,117,-28.236,-38.495,22.5700882706705,0.0598290598290598
SRR5827439.SRS2355785,parallel,aquatic;ocean,aquatic,sea,5,91,30.72,-157.99,21.9472104499903,0.054945054945055
SRR8283365.SRS4108845,parallel,aquatic;sea,aquatic,sea,1,50,45.48,-123.97,11.0022534679012,0.02
SRR7545018.SRS3564892,parallel,aquatic;sea,aquatic,sea,0,88,56.057,12.646,10.1375863639455,0
SRR8451190.SRS4259158,parallel,aquatic;ocean,aquatic,sea,2,87,45.095,13.635,17.3183617132419,0.0229885057471264
SRR8983370.SRS4702925,parallel,aquatic;ocean,aquatic,sea,1,43,-61.15,90.59,-0.386977150116191,0.0232558139534884
SRR8167106.SRS4024786,parallel,aquatic;sea,aquatic,sea,1,37,43.481,-62.454,9.4061696820812,0.027027027027027
SRR7032924.SRS2777138,parallel,aquatic;marine,aquatic,sea,2,23,-51.002,-170.01,9.1740527369161,0.0869565217391304
SRR6287287.SRS2683746,parallel,aquatic;sea,aquatic,sea,4,95,26.171,120.087,21.3898051161142,0.0421052631578947
SRR10202823.SRS5453762,overlap,aquatic;sea,aquatic,sea,44,502,22.69,119.17,26.3699336902336,0.0876494023904383
SRR5988118.SRS2476498,overlap,aquatic;marine,aquatic,sea,20,207,22.78,-46.09,25.6772247975776,0.0966183574879227
SRR7970044.SRS3882428,parallel,aquatic;marine,aquatic,sea,11,244,-64.782,-64.079,-0.453997967009932,0.0450819672131148
SRR8394211.SRS4208557,overlap,aquatic;marine,aquatic,sea,5,198,37.833,-12.087,18.5454716096952,0.0252525252525253
SRR5915251.SRS2417550,parallel,aquatic;marine,aquatic,sea,7,178,-27.345,153.562,24.0868335801995,0.0393258426966292
SRR12538514.SRS7279838,overlap,aquatic;ocean,aquatic,sea,1,26,-32.464,-159.019,19.6537058950825,0.0384615384615385
SRR10175381.SRS5429454,parallel,aquatic;sea,aquatic,sea,2,16,29.159,-88.011,24.7443029673381,0.125
SRR10175213.SRS5429112,parallel,aquatic;sea,aquatic,sea,1,34,27.724,-90.514,25.8762270467127,0.0294117647058824
SRR6130860.SRS2566317,parallel,aquatic;sea,aquatic,sea,0,19,34.157,-119.95,15.0610837455999,0
SRR7596491.SRS3195011,parallel,aquatic;marine,aquatic,sea,1,19,-31.863,115.708,19.9155409032845,0.0526315789473684
SRR11747581.SRS6620476,parallel,aquatic;marine,aquatic,sea,6,91,-45.84,170.65,11.8636512604888,0.0659340659340659
SRR9112898.SRS4809255,parallel,aquatic;sea,aquatic,sea,4,46,28.503,-87.5,25.4692643891729,0.0869565217391304
SRR7182725.SRS3315626,overlap,aquatic;marine,aquatic,sea,6,88,37.61,-68.41,23.9471873607894,0.0681818181818182
SRR3944303.SRS1579349,overlap,aquatic;marine,aquatic,sea,3,56,12,-108.06,28.3105614346535,0.0535714285714286
SRR13159641.SRS7803086,overlap,aquatic;marine,aquatic,sea,1,50,62.112,-167.334,2.60769475604762,0.02
SRR8360705.SRS4178988,parallel,aquatic;ocean,aquatic,sea,0,90,-48.28,79.34,5.03884336721434,0
SRR3669564.SRS1505319,overlap,aquatic;ocean,aquatic,sea,1,70,45.999,-59.529,7.17018625891882,0.0142857142857143
SRR12684529.SRS7403416,parallel,aquatic;ocean,aquatic,sea,4,89,21.83,119.1,27.0976988089392,0.0449438202247191
SRR3168948.SRS1277544,parallel,aquatic;marine,aquatic,sea,1,71,28.417,-88.261,25.5680459277336,0.0140845070422535
ERR599166.ERS494208,overlap,aquatic;marine,aquatic,sea,23,366,39.239,-70.034,18.3039492884972,0.0628415300546448
SRR7597450.SRS3194205,parallel,aquatic;marine,aquatic,sea,2,60,-27.345,153.562,24.0868335801995,0.0333333333333333
SRR3821052.SRS1551763,overlap,aquatic;marine,aquatic,sea,1,49,-61.737,-56.533,-0.22801752352996,0.0204081632653061
SRR7599733.SRS3196324,parallel,aquatic;marine,aquatic,sea,1,30,-46.712,-170.912,12.0450558763819,0.0333333333333333
ERR4653587.ERS5123092,overlap,aquatic;marine,aquatic,sea,8,260,78.271,15.584,1.01018029242468,0.0307692307692308
SRR8817755.SRS2834298,parallel,aquatic;marine,aquatic,sea,0,76,-8.494,-168.751,29.3568615124463,0
SRR3584506.SRS1462003,overlap,aquatic;marine,aquatic,sea,15,91,57.893,16.586,9.27051324029628,0.164835164835165
SRR7419021.SRS3453401,overlap,aquatic;marine,aquatic,sea,10,48,54.052,7.58,11.5937320585098,0.208333333333333
SRR5180091.SRS1922013,overlap,aquatic;marine,aquatic,sea,4,47,42.25,-70.54,10.8754882697101,0.0851063829787234
SRR5557923.SRS2198711,overlap,aquatic;marine,aquatic,sea,23,244,21.324,39.095,28.8925751280683,0.0942622950819672
SRR2104024.SRS993301,overlap,aquatic;marine,aquatic,sea,4,193,54.174,7.885,11.5055094338754,0.0207253886010363
SRR5588187.SRS2218512,parallel,aquatic;sea,aquatic,sea,0,28,43.12,5.28,17.0500068162649,0
SRR5830077.SRS2357612,parallel,aquatic;marine,aquatic,sea,32,606,37.104,-76.181,16.5452450246699,0.0528052805280528
SRR2975933.SRS1192015,parallel,aquatic;marine,aquatic,sea,4,98,-22.28,166.26,24.7478448884929,0.0408163265306122
SRR2104318.SRS993302,overlap,aquatic;marine,aquatic,sea,5,98,55.18,7.9,10.9677788647,0.0510204081632653
SRR2103986.SRS993301,overlap,aquatic;marine,aquatic,sea,14,289,54.174,7.885,11.5055094338754,0.0484429065743945
SRR5918622.SRS2418893,parallel,aquatic;marine,aquatic,sea,4,66,-32.6,153.042,22.5455367333314,0.0606060606060606
SRR3823553.SRS1546753,overlap,aquatic;marine,aquatic,sea,8,92,16.832,71.924,28.6027100387755,0.0869565217391304
SRR7078179.SRS3230047,parallel,aquatic;marine,aquatic,sea,8,70,-33.95,151.9,21.2591289828793,0.114285714285714
SRR4780170.SRS1770921,overlap,aquatic;marine,aquatic,sea,3,56,-64.77,-64.05,-0.453997967009932,0.0535714285714286
SRR6472330.SRS2834660,parallel,aquatic;marine,aquatic,sea,5,117,-34.119,151.227,20.4315708716673,0.0427350427350427
SRR7472249.SRS3502466,parallel,aquatic;sea,aquatic,sea,12,150,21.21,39.11,28.8595662586805,0.08
SRR5215605.SRS1943685,parallel,aquatic;sea,aquatic,sea,1,27,-39.58,173.18,15.9159252915844,0.037037037037037
SRR4831665.SRS1776200,parallel,aquatic;sea,aquatic,sea,2,42,10.664,-55.032,27.9210731581224,0.0476190476190476
SRR10175182.SRS5429143,parallel,aquatic;sea,aquatic,sea,1,31,27.849,-93.058,25.5910873311756,0.032258064516129
SRR2075629.SRS969769,parallel,aquatic;marine,aquatic,sea,8,89,26,127,25.3448484534845,0.0898876404494382
SRR2104287.SRS993302,overlap,aquatic;marine,aquatic,sea,6,171,55.18,7.9,10.9677788647,0.0350877192982456
SRR11791028.SRS6660970,parallel,aquatic;sea,aquatic,sea,1,61,34.31,11.07,21.2067319148696,0.0163934426229508
SRR7182694.SRS3315657,overlap,aquatic;marine,aquatic,sea,2,52,37.61,-68.41,23.9471873607894,0.0384615384615385
SRR8508112.SRS4309076,parallel,aquatic;sea,aquatic,sea,3,71,26.51,122.12,23.9163953785056,0.0422535211267606
ERR1519030.ERS1237248,parallel,aquatic;ocean,aquatic,sea,2,80,9.408,-22.772,26.9764527975695,0.025
SRR1819727.SRS856923,parallel,aquatic;sea,aquatic,sea,5,68,21.43,-157.79,25.1475308893326,0.0735294117647059
SRR5180909.SRS1921941,overlap,aquatic;marine,aquatic,sea,5,86,42.25,-70.54,10.8754882697101,0.0581395348837209
SRR7164732.SRS3300091,parallel,aquatic;ocean,aquatic,sea,13,247,1.42,72.52,29.2370093581055,0.0526315789473684
SRR7599495.SRS2834259,parallel,aquatic;marine,aquatic,sea,3,79,-34.119,151.227,20.4315708716673,0.0379746835443038
SRR3098359.SRS1245966,parallel,aquatic;sea,aquatic,sea,4,67,34.718,-76.671,20.3708522805733,0.0597014925373134
SRR6242153.SRS2649223,overlap,aquatic;marine,aquatic,sea,3,69,27.89,-94.036,25.3504898133669,0.0434782608695652
SRR5176093.SRS1922009,overlap,aquatic;marine,aquatic,sea,15,165,42.25,-70.54,10.8754882697101,0.0909090909090909
SRR7544984.SRS3564971,parallel,aquatic;sea,aquatic,sea,1,39,56.057,12.646,10.1375863639455,0.0256410256410256
SRR6472042.SRS2834556,parallel,aquatic;marine,aquatic,sea,2,46,-27.345,153.562,24.0868335801995,0.0434782608695652
SRR10500908.SRS5696097,overlap,aquatic;marine,aquatic,sea,3,15,76.18,-73.13,-0.264850971016524,0.2
ERR2497790.ERS2366957,parallel,aquatic;sea,aquatic,sea,3,128,58.585,18.233,8.95516722031785,0.0234375
SRR5184439.SRS1926545,overlap,aquatic;sea,aquatic,sea,21,300,73.71,117.167,-0.427032514924158,0.07
SRR5557892.SRS2198741,overlap,aquatic;marine,aquatic,sea,37,188,21.321,39.096,28.8925751280683,0.196808510638298
SRR6429187.SRS2797596,parallel,aquatic;sea,aquatic,sea,1,58,39.057,120.608,13.3287236124692,0.0172413793103448
SRR6130797.SRS2566380,parallel,aquatic;sea,aquatic,sea,0,18,34.343,-119.863,14.5231513951732,0
SRR7547229.SRS3566889,parallel,aquatic;marine,aquatic,sea,21,262,22.49,113.99,24.6608414586152,0.0801526717557252
SRR7648286.SRS3630456,overlap,aquatic;marine,aquatic,sea,8,137,22.75,-158,24.929736343873,0.0583941605839416
ERR2206778.ERS2026561,parallel,aquatic;sea,aquatic,sea,9,133,57.116,17.664,9.16525694671898,0.0676691729323308
SRR8172629.SRS4028696,parallel,aquatic;marine,aquatic,sea,0,30,-35.21,175.51,18.7982693070872,0
SRR5180438.SRS1921985,overlap,aquatic;marine,aquatic,sea,2,118,42.25,-70.54,10.8754882697101,0.0169491525423729
ERR4314587.ERS4799433,overlap,aquatic;marine,aquatic,sea,4,86,58.583,18.233,8.95516722031785,0.0465116279069768
SRR7036182.SRS3195341,parallel,aquatic;marine,aquatic,sea,3,31,-28.501,-169.997,21.8743501127958,0.0967741935483871
SRR6287219.SRS2683766,parallel,aquatic;sea,aquatic,sea,2,70,27.888,124.098,22.7870039783325,0.0285714285714286
SRR7078628.SRS3230194,parallel,aquatic;marine,aquatic,sea,7,72,-33.95,151.9,21.2591289828793,0.0972222222222222
SRR5061013.SRS788027,overlap,aquatic;marine,aquatic,sea,0,10,75.101,-92.643,-1.38989289866713,0
SRR7594706.SRS2834605,parallel,aquatic;marine,aquatic,sea,1,99,-42.597,148.233,14.6442606675042,0.0101010101010101
SRR3499956.SRS1434313,overlap,aquatic;sea,aquatic,sea,1,52,54.454,10.198,10.5938604259693,0.0192307692307692
SRR3500258.SRS1434660,overlap,aquatic;sea,aquatic,sea,1,68,54.454,10.198,10.5938604259693,0.0147058823529412
SRR7032805.SRS2777736,parallel,aquatic;marine,aquatic,sea,4,36,-63,-170.031,-0.140084994802023,0.111111111111111
SRR5902527.SRS2409085,parallel,aquatic;marine,aquatic,sea,1,37,-28.014,154.353,23.877499121242,0.027027027027027
ERR2172210.ERS1972787,overlap,aquatic;ice,aquatic,ice,0,25,82.671,109.59,-1.71777886442848,0
SRR5180337.SRS1921944,overlap,aquatic;marine,aquatic,sea,8,103,42.25,-70.54,10.8754882697101,0.0776699029126214
SRR8583542.SRS4198370,parallel,aquatic;marine,aquatic,sea,0,13,42,-70,11.1425161573407,0
SRR7599428.SRS2834075,parallel,aquatic;marine,aquatic,sea,1,91,-34.119,151.227,20.4315708716673,0.010989010989011
SRR7877971.SRS3802409,parallel,aquatic;sea,aquatic,sea,7,143,21.873,38.967,28.4242108465443,0.048951048951049
SRR6472070.SRS2834542,parallel,aquatic;marine,aquatic,sea,1,95,-42.597,148.233,14.6442606675042,0.0105263157894737
SRR7599697.SRS3196330,parallel,aquatic;marine,aquatic,sea,1,76,-25.651,112,23.2005231028284,0.0131578947368421
SRR4384500.SRS1734465,overlap,aquatic;marine,aquatic,sea,4,54,-64.77,64.05,-1.22483363680214,0.0740740740740741
SRR7418961.SRS3453461,overlap,aquatic;marine,aquatic,sea,9,54,54.052,7.58,11.5937320585098,0.166666666666667
ERR2179499.ERS1982233,overlap,aquatic;ocean,aquatic,sea,0,32,80.706,15.266,0.383419370627815,0
ERR1879816.ERS492117,overlap,aquatic;marine,aquatic,sea,19,211,0.006,-84.585,25.0473106032541,0.0900473933649289
SRR11796310.SRS6664883,overlap,aquatic;marine,aquatic,sea,4,127,54.46,10.33,10.5428454655318,0.031496062992126
SRR8819815.SRS2777561,parallel,aquatic;marine,aquatic,sea,1,16,-37.764,-171.196,16.3876921826755,0.0625
SRR7036403.SRS3195279,parallel,aquatic;marine,aquatic,sea,0,15,-47.995,-169.993,11.496163320952,0
SRR8190730.SRS4044502,overlap,aquatic;ocean,aquatic,sea,5,104,26.23,35.571,26.4175199625611,0.0480769230769231
SRR7599183.SRS3194265,parallel,aquatic;marine,aquatic,sea,2,43,-19.308,147.618,25.7202802220256,0.0465116279069768
ERR1726863.ERS494339,overlap,aquatic;marine,aquatic,sea,18,279,31.695,-64.249,23.4726645523234,0.0645161290322581
SRR7033738.SRS2777156,parallel,aquatic;marine,aquatic,sea,0,38,-20.503,-169.999,26.2939453263681,0
SRR7078384.SRS3229842,parallel,aquatic;marine,aquatic,sea,1,41,-33.95,151.9,21.2591289828793,0.024390243902439
ERR852101.ERS700856,overlap,aquatic;marine,aquatic,sea,4,139,40.867,2.783,18.7594372405495,0.0287769784172662
SRR6457421.SRS2822275,parallel,aquatic;sea,aquatic,sea,0,16,27,-86.49,26.3887881566097,0
SRR8819874.SRS2777199,parallel,aquatic;marine,aquatic,sea,1,60,-42.169,-174.255,14.9542038645832,0.0166666666666667
SRR5617473.SRS2231951,parallel,aquatic;sea,aquatic,sea,1,97,26,120.56,22.8451357724972,0.0103092783505155
SRR7466834.SRS3497806,overlap,aquatic;marine,aquatic,sea,1,44,57,4.003,10.3809808470158,0.0227272727272727
SRR12816782.SRS7512409,overlap,aquatic;marine,aquatic,sea,3,54,-12.063,75.563,27.4645801341381,0.0555555555555556
SRR3933503.SRS1572422,parallel,aquatic;sea,aquatic,sea,31,470,43.858,-60.157,8.71757915737759,0.0659574468085106
SRR7596580.SRS2777803,parallel,aquatic;marine,aquatic,sea,3,28,-61.492,-169.998,0.741262275828764,0.107142857142857
ERR2528578.ERS2410145,overlap,aquatic;marine,aquatic,sea,0,49,78.838,-3.976,-1.66009481391801,0
SRR7032628.SRS2418794,parallel,aquatic;marine,aquatic,sea,2,108,-42.597,148.233,14.6442606675042,0.0185185185185185
ERR4854089.ERS5128541,overlap,aquatic;ice,aquatic,ice,3,48,78.652,16.567,0.527822596433953,0.0625
SRR6057983.SRS2530477,parallel,aquatic;sea,aquatic,sea,2,70,-22.19,166.24,24.7770389310973,0.0285714285714286
SRR7035184.SRS3194617,parallel,aquatic;marine,aquatic,sea,4,131,-34.073,151.154,20.2723059245786,0.0305343511450382
SRR2134353.SRS1016675,overlap,aquatic;ocean,aquatic,sea,15,270,24.43,36.16,26.9870628173916,0.0555555555555556
SRR8554756.SRS4347447,overlap,aquatic;marine,aquatic,sea,5,180,-63.483,-51.596,-1.47700101998018,0.0277777777777778
SRR3500224.SRS1434499,overlap,aquatic;sea,aquatic,sea,1,62,54.454,10.198,10.5938604259693,0.0161290322580645
SRR3737418.SRS1534564,parallel,aquatic;sea,aquatic,sea,0,27,28.852,-88.492,25.0923346101193,0
SRR9112697.SRS4809212,parallel,aquatic;sea,aquatic,sea,0,50,27.998,-87.001,25.7478559573201,0
SRR5924822.SRS2423095,parallel,aquatic;marine,aquatic,sea,3,36,-19.308,147.618,25.7202802220256,0.0833333333333333
SRR6675233.SRS2916360,parallel,aquatic;marine,aquatic,sea,10,136,34.102,-77.751,20.8464848786019,0.0735294117647059
SRR7617331.SRS3606258,overlap,aquatic;marine,aquatic,sea,12,161,-20.409,-3.176,21.6769195161604,0.0745341614906832
SRR3169288.SRS1296372,parallel,aquatic;ocean,aquatic,sea,9,143,22.45,-46.04,25.7184490594792,0.0629370629370629
SRR3584498.SRS1462003,overlap,aquatic;marine,aquatic,sea,10,84,57.893,16.586,9.27051324029628,0.119047619047619
SRR5001963.SRS1775789,parallel,aquatic;marine,aquatic,sea,4,54,38.32,-123.05,10.7681722132154,0.0740740740740741
SRR7036941.SRS2834221,parallel,aquatic;marine,aquatic,sea,1,45,-0.999,-168.749,28.0749809058306,0.0222222222222222
SRR8651983.SRS4426097,parallel,aquatic;ocean,aquatic,sea,12,203,42.11,-70.54,10.7533664544556,0.0591133004926108
SRR9188078.SRS4869439,parallel,aquatic;marine,aquatic,sea,2,34,-10,12,26.1538775480657,0.0588235294117647
SRR2103944.SRS993300,overlap,aquatic;marine,aquatic,sea,12,214,54.174,7.885,11.5055094338754,0.0560747663551402
SRR5312641.SRS2023075,overlap,aquatic;marine,aquatic,sea,4,79,38.24,119.56,13.5439580432509,0.0506329113924051
SRR8167218.SRS4024674,parallel,aquatic;sea,aquatic,sea,0,42,43.481,-62.454,9.4061696820812,0
ERR1449887.ERS392425,overlap,aquatic;marine,aquatic,sea,0,19,59.017,5.617,10.4411593074405,0
ERR3418546.ERS3564601,overlap,aquatic;ocean,aquatic,sea,3,36,25.304,-90.066,26.5835907465653,0.0833333333333333
